Year,State,Sector,Customers,Price,Revenue,Sales
2024,US,Residential,143144185,16.48,244367409,1482873586
2024,US,Transportation,81,12.75,890328,6982840
2024,UT,Commercial,145854,9.39,1326484,14128942
2024,UT,Industrial,10805,7.86,681891,8680830
2024,UT,Residential,1272861,12.22,1444461,11825248
2024,UT,Transportation,1,12.07,6405,53063
2024,VA,Commercial,445756,8.72,6865114,78710662
2024,VA,Industrial,3794,8.99,1238977,13775530
2024,VA,Residential,3654481,14.41,6524033,45272825
2024,VA,Transportation,1,9.25,26443,285755
2024,VT,Commercial,64308,18.89,368759,1952123
2024,VT,Industrial,243,11.58,147815,1276669
2024,VT,Residential,323960,21.9,488488,2230155
2024,VT,Transportation,0,0.0,0,0
2024,WA,Commercial,405313,9.99,3307355,33101746
2024,WA,Industrial,26385,6.61,1200155,18159320
2024,WA,Residential,3368978,11.9,4595906,38626766
2024,WA,Transportation,5,11.64,10922,93797
2024,WI,Commercial,369433,12.63,2943282,23296259
2024,WI,Industrial,5739,8.54,1961925,22977299
2024,WI,Residential,2843874,17.18,3783445,22016559
2024,WI,Transportation,2,18.36,240,1307
2024,WV,Commercial,152012,11.62,890697,7665085
2024,WV,Industrial,11005,7.81,1144146,14650982
2024,WV,Residential,866456,15.07,1609064,10674503
2024,WV,Transportation,0,0.0,0,0
2024,WY,Commercial,58983,9.27,489048,5274652
2024,WY,Industrial,11995,7.96,714083,8974198
2024,WY,Residential,286475,12.47,370054,2968051
2024,WY,Transportation,0,0.0,0,0
