Year,State Code,Producer Type,Fuel Source,Generators,Facilities,Nameplate Capacity (Megawatts),Summer Capacity (Megawatts)
2019,OH,Industrial Power,Petroleum,1.0,1.0,6.0,6.0
2019,OH,Industrial Power,Solar Thermal and Photovoltaic,1.0,1.0,2.2,1.7
2019,OH,Industrial Power,Wind,15.0,8.0,28.0,28.0
2019,OH,Industrial Power,Wood and Wood Derived Fuels,3.0,1.0,65.6,36.8
2019,OH,Total Electric Power Industry,All Sources,480.0,172.0,31405.1,28463.6
2019,OH,Total Electric Power Industry,Coal,33.0,12.0,12232.4,11496.0
2019,OH,Total Electric Power Industry,Hydroelectric,15.0,5.0,128.6,101.9
2019,OH,Total Electric Power Industry,Natural Gas,157.0,48.0,14803.9,12880.0
2019,OH,Total Electric Power Industry,Nuclear,2.0,2.0,2236.8,2134.0
2019,OH,Total Electric Power Industry,Other,7.0,6.0,33.0,33.0
2019,OH,Total Electric Power Industry,Other Biomass,73.0,15.0,99.0,94.7
2019,OH,Total Electric Power Industry,Other Gases,10.0,4.0,221.5,179.1
2019,OH,Total Electric Power Industry,Petroleum,118.0,50.0,748.5,673.5
2019,OH,Total Electric Power Industry,Solar Thermal and Photovoltaic,30.0,29.0,110.2,109.0
2019,OH,Total Electric Power Industry,Wind,30.0,18.0,718.4,718.4
2019,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,5.0,2.0,72.8,44.0
2019,OK,Commercial Power,All Sources,5.0,1.0,18.6,18.6
2019,OK,Commercial Power,Natural Gas,4.0,1.0,16.8,16.8
2019,OK,Commercial Power,Petroleum,1.0,1.0,1.8,1.8
2019,OK,"Electric Generators, Electric Utilities",All Sources,179.0,54.0,19009.8,16390.0
2019,OK,"Electric Generators, Electric Utilities",Coal,8.0,6.0,3573.0,3246.0
2019,OK,"Electric Generators, Electric Utilities",Hydroelectric,32.0,10.0,819.3,863.6
2019,OK,"Electric Generators, Electric Utilities",Natural Gas,96.0,26.0,13808.6,11478.6
2019,OK,"Electric Generators, Electric Utilities",Petroleum,27.0,11.0,71.0,65.1
2019,OK,"Electric Generators, Electric Utilities",Pumped Storage,6.0,1.0,259.2,258.0
2019,OK,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,7.0,7.0,30.5,30.5
2019,OK,"Electric Generators, Electric Utilities",Wind,3.0,3.0,448.2,448.2
2019,OK,"Electric Generators, Independent Power Producers",All Sources,73.0,53.0,11213.6,10814.7
2019,OK,"Electric Generators, Independent Power Producers",Natural Gas,18.0,3.0,3487.9,3091.4
2019,OK,"Electric Generators, Independent Power Producers",Other Biomass,2.0,1.0,3.2,2.8
2019,OK,"Electric Generators, Independent Power Producers",Wind,53.0,49.0,7722.5,7720.5
2019,OK,Industrial Power,All Sources,11.0,5.0,210.2,152.3
2019,OK,Industrial Power,Natural Gas,6.0,2.0,117.9,71.4
2019,OK,Industrial Power,Other Biomass,1.0,1.0,16.8,15.6
2019,OK,Industrial Power,Petroleum,3.0,1.0,7.5,7.5
2019,OK,Industrial Power,Wood and Wood Derived Fuels,1.0,1.0,68.0,57.8
2019,OK,Total Electric Power Industry,All Sources,268.0,113.0,30452.2,27375.6
2019,OK,Total Electric Power Industry,Coal,8.0,6.0,3573.0,3246.0
2019,OK,Total Electric Power Industry,Hydroelectric,32.0,10.0,819.3,863.6
2019,OK,Total Electric Power Industry,Natural Gas,124.0,32.0,17431.2,14658.2
2019,OK,Total Electric Power Industry,Other Biomass,3.0,2.0,20.0,18.4
2019,OK,Total Electric Power Industry,Petroleum,31.0,13.0,80.3,74.4
2019,OK,Total Electric Power Industry,Pumped Storage,6.0,1.0,259.2,258.0
2019,OK,Total Electric Power Industry,Solar Thermal and Photovoltaic,7.0,7.0,30.5,30.5
2019,OK,Total Electric Power Industry,Wind,56.0,52.0,8170.7,8168.7
2019,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,1.0,1.0,68.0,57.8
2019,OR,"Combined Heat and Power, Electric Power",All Sources,13.0,6.0,1144.1,975.7
2019,OR,"Combined Heat and Power, Electric Power",Natural Gas,7.0,2.0,1122.7,954.0
2019,OR,"Combined Heat and Power, Electric Power",Other Biomass,4.0,2.0,6.4,6.4
2019,OR,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,2.0,2.0,15.0,15.3
2019,OR,Commercial Power,All Sources,8.0,4.0,22.3,19.3
2019,OR,Commercial Power,Natural Gas,4.0,2.0,17.5,14.7
2019,OR,Commercial Power,Other Biomass,4.0,2.0,4.8,4.6
2019,OR,"Electric Generators, Electric Utilities",All Sources,210.0,65.0,11992.5,11453.4
2019,OR,"Electric Generators, Electric Utilities",Coal,1.0,1.0,642.2,585.0
2019,OR,"Electric Generators, Electric Utilities",Geothermal,1.0,1.0,3.7,1.8
2019,OR,"Electric Generators, Electric Utilities",Hydroelectric,162.0,48.0,8354.8,8251.4
2019,OR,"Electric Generators, Electric Utilities",Natural Gas,29.0,7.0,2413.2,2046.5
2019,OR,"Electric Generators, Electric Utilities",Other,1.0,1.0,5.0,5.0
2019,OR,"Electric Generators, Electric Utilities",Other Biomass,10.0,3.0,9.8,9.8
2019,OR,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2.0,2.0,3.7,3.7
2019,OR,"Electric Generators, Electric Utilities",Wind,4.0,2.0,560.1,550.2
2019,OR,"Electric Generators, Independent Power Producers",All Sources,155.0,119.0,4254.8,4132.1
2019,OR,"Electric Generators, Independent Power Producers",Geothermal,3.0,1.0,33.0,17.7
2019,OR,"Electric Generators, Independent Power Producers",Hydroelectric,24.0,17.0,74.6,65.6
2019,OR,"Electric Generators, Independent Power Producers",Natural Gas,7.0,2.0,807.0,715.0
2019,OR,"Electric Generators, Independent Power Producers",Other Biomass,23.0,5.0,37.1,35.5
2019,OR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,54.0,54.0,397.0,396.7
2019,OR,"Electric Generators, Independent Power Producers",Wind,41.0,39.0,2866.1,2865.1
2019,OR,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,3.0,1.0,40.0,36.5
2019,OR,Industrial Power,All Sources,18.0,8.0,245.4,206.9
2019,OR,Industrial Power,Wood and Wood Derived Fuels,18.0,8.0,245.4,206.9
2019,OR,Total Electric Power Industry,All Sources,404.0,202.0,17659.1,16787.4
2019,OR,Total Electric Power Industry,Coal,1.0,1.0,642.2,585.0
2019,OR,Total Electric Power Industry,Geothermal,4.0,2.0,36.7,19.5
2019,OR,Total Electric Power Industry,Hydroelectric,186.0,65.0,8429.4,8317.0
2019,OR,Total Electric Power Industry,Natural Gas,47.0,13.0,4360.4,3730.2
2019,OR,Total Electric Power Industry,Other,1.0,1.0,5.0,5.0
2019,OR,Total Electric Power Industry,Other Biomass,41.0,12.0,58.1,56.3
2019,OR,Total Electric Power Industry,Solar Thermal and Photovoltaic,56.0,56.0,400.7,400.4
2019,OR,Total Electric Power Industry,Wind,45.0,41.0,3426.2,3415.3
2019,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,23.0,11.0,300.4,258.7
2019,PA,"Combined Heat and Power, Electric Power",All Sources,17.0,12.0,1416.4,1355.9
2019,PA,"Combined Heat and Power, Electric Power",Coal,5.0,5.0,340.5,301.5
2019,PA,"Combined Heat and Power, Electric Power",Natural Gas,9.0,4.0,1046.9,1033.6
2019,PA,"Combined Heat and Power, Electric Power",Other Biomass,3.0,3.0,29.0,20.8
2019,PA,Commercial Power,All Sources,38.0,16.0,115.6,107.8
2019,PA,Commercial Power,Natural Gas,21.0,7.0,61.0,58.3
2019,PA,Commercial Power,Other Biomass,10.0,4.0,46.7,41.6
2019,PA,Commercial Power,Petroleum,2.0,1.0,1.1,1.1
2019,PA,Commercial Power,Solar Thermal and Photovoltaic,5.0,4.0,6.8,6.8
2019,PA,"Electric Generators, Electric Utilities",All Sources,9.0,3.0,52.9,38.7
2019,PA,"Electric Generators, Electric Utilities",Hydroelectric,2.0,1.0,21.7,8.4
2019,PA,"Electric Generators, Electric Utilities",Natural Gas,7.0,2.0,31.2,30.3
2019,PA,"Electric Generators, Independent Power Producers",All Sources,506.0,180.0,50040.2,45876.4
2019,PA,"Electric Generators, Independent Power Producers",Coal,17.0,12.0,10139.5,9046.6
2019,PA,"Electric Generators, Independent Power Producers",Hydroelectric,60.0,16.0,897.8,891.2
2019,PA,"Electric Generators, Independent Power Producers",Natural Gas,148.0,45.0,23921.3,21800.7
2019,PA,"Electric Generators, Independent Power Producers",Nuclear,8.0,4.0,9532.2,9093.2
2019,PA,"Electric Generators, Independent Power Producers",Other,3.0,3.0,48.4,48.4
2019,PA,"Electric Generators, Independent Power Producers",Other Biomass,125.0,26.0,415.8,367.5
2019,PA,"Electric Generators, Independent Power Producers",Petroleum,83.0,31.0,2010.7,1548.4
2019,PA,"Electric Generators, Independent Power Producers",Pumped Storage,11.0,2.0,1541.0,1552.0
2019,PA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,25.0,23.0,70.1,68.4
2019,PA,"Electric Generators, Independent Power Producers",Wind,26.0,26.0,1463.4,1460.0
2019,PA,Industrial Power,All Sources,44.0,17.0,512.4,448.0
2019,PA,Industrial Power,Coal,1.0,1.0,45.9,36.1
2019,PA,Industrial Power,Natural Gas,18.0,6.0,222.2,197.3
2019,PA,Industrial Power,Other Biomass,2.0,1.0,11.2,9.2
2019,PA,Industrial Power,Other Gases,9.0,4.0,116.0,101.7
2019,PA,Industrial Power,Petroleum,9.0,3.0,18.1,17.8
2019,PA,Industrial Power,Solar Thermal and Photovoltaic,3.0,3.0,5.9,5.7
2019,PA,Industrial Power,Wood and Wood Derived Fuels,2.0,2.0,93.1,80.2
2019,PA,Total Electric Power Industry,All Sources,614.0,228.0,52137.5,47826.8
2019,PA,Total Electric Power Industry,Coal,23.0,18.0,10525.9,9384.2
2019,PA,Total Electric Power Industry,Hydroelectric,62.0,17.0,919.5,899.6
2019,PA,Total Electric Power Industry,Natural Gas,203.0,64.0,25282.6,23120.2
2019,PA,Total Electric Power Industry,Nuclear,8.0,4.0,9532.2,9093.2
2019,PA,Total Electric Power Industry,Other,3.0,3.0,48.4,48.4
2019,PA,Total Electric Power Industry,Other Biomass,140.0,34.0,502.7,439.1
2019,PA,Total Electric Power Industry,Other Gases,9.0,4.0,116.0,101.7
2019,PA,Total Electric Power Industry,Petroleum,94.0,35.0,2029.9,1567.3
2019,PA,Total Electric Power Industry,Pumped Storage,11.0,2.0,1541.0,1552.0
2019,PA,Total Electric Power Industry,Solar Thermal and Photovoltaic,33.0,30.0,82.8,80.9
2019,PA,Total Electric Power Industry,Wind,26.0,26.0,1463.4,1460.0
2019,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,2.0,2.0,93.1,80.2
2019,RI,Commercial Power,All Sources,9.0,3.0,25.9,23.0
2019,RI,Commercial Power,Natural Gas,8.0,2.0,21.4,18.5
2019,RI,Commercial Power,Wind,1.0,1.0,4.5,4.5
2019,RI,"Electric Generators, Electric Utilities",All Sources,4.0,1.0,7.1,7.1
2019,RI,"Electric Generators, Electric Utilities",Petroleum,4.0,1.0,7.1,7.1
2019,RI,"Electric Generators, Independent Power Producers",All Sources,75.0,48.0,2157.3,1977.8
2019,RI,"Electric Generators, Independent Power Producers",Hydroelectric,5.0,2.0,2.8,2.7
2019,RI,"Electric Generators, Independent Power Producers",Natural Gas,19.0,6.0,1960.7,1787.2
2019,RI,"Electric Generators, Independent Power Producers",Other Biomass,10.0,3.0,45.3,40.1
2019,RI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,21.0,21.0,79.5,79.5
2019,RI,"Electric Generators, Independent Power Producers",Wind,20.0,16.0,69.0,68.3
2019,RI,Industrial Power,All Sources,3.0,1.0,20.0,19.3
2019,RI,Industrial Power,Natural Gas,3.0,1.0,20.0,19.3
2019,RI,Total Electric Power Industry,All Sources,91.0,53.0,2210.3,2027.2
2019,RI,Total Electric Power Industry,Hydroelectric,5.0,2.0,2.8,2.7
2019,RI,Total Electric Power Industry,Natural Gas,30.0,9.0,2002.1,1825.0
2019,RI,Total Electric Power Industry,Other Biomass,10.0,3.0,45.3,40.1
2019,RI,Total Electric Power Industry,Petroleum,4.0,1.0,7.1,7.1
2019,RI,Total Electric Power Industry,Solar Thermal and Photovoltaic,21.0,21.0,79.5,79.5
2019,RI,Total Electric Power Industry,Wind,21.0,17.0,73.5,72.8
2019,SC,"Combined Heat and Power, Electric Power",All Sources,4.0,3.0,221.2,190.0
2019,SC,"Combined Heat and Power, Electric Power",Natural Gas,2.0,1.0,101.2,86.0
2019,SC,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,2.0,2.0,120.0,104.0
2019,SC,Commercial Power,All Sources,9.0,3.0,13.9,13.1
2019,SC,Commercial Power,Hydroelectric,2.0,1.0,1.0,1.0
2019,SC,Commercial Power,Natural Gas,1.0,1.0,5.5,4.7
2019,SC,Commercial Power,Petroleum,6.0,2.0,7.4,7.4
2019,SC,"Electric Generators, Electric Utilities",All Sources,235.0,71.0,23678.9,21781.4
2019,SC,"Electric Generators, Electric Utilities",Coal,11.0,4.0,5081.6,4769.0
2019,SC,"Electric Generators, Electric Utilities",Hydroelectric,83.0,21.0,1338.2,1288.1
2019,SC,"Electric Generators, Electric Utilities",Natural Gas,62.0,17.0,7056.6,5938.2
2019,SC,"Electric Generators, Electric Utilities",Nuclear,7.0,4.0,6875.1,6576.2
2019,SC,"Electric Generators, Electric Utilities",Other Biomass,18.0,8.0,35.5,33.1
2019,SC,"Electric Generators, Electric Utilities",Petroleum,35.0,14.0,630.0,456.0
2019,SC,"Electric Generators, Electric Utilities",Pumped Storage,16.0,3.0,2657.2,2716.0
2019,SC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,3.0,3.0,4.7,4.8
2019,SC,"Electric Generators, Independent Power Producers",All Sources,89.0,70.0,1721.3,1581.0
2019,SC,"Electric Generators, Independent Power Producers",Hydroelectric,18.0,9.0,25.8,22.8
2019,SC,"Electric Generators, Independent Power Producers",Natural Gas,6.0,2.0,988.5,858.3
2019,SC,"Electric Generators, Independent Power Producers",Other,1.0,1.0,4.0,4.0
2019,SC,"Electric Generators, Independent Power Producers",Other Biomass,2.0,1.0,3.2,3.0
2019,SC,"Electric Generators, Independent Power Producers",Petroleum,2.0,1.0,3.5,3.5
2019,SC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,58.0,57.0,651.3,649.4
2019,SC,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,2.0,2.0,45.0,40.0
2019,SC,Industrial Power,All Sources,16.0,8.0,432.9,396.4
2019,SC,Industrial Power,Natural Gas,2.0,2.0,21.5,20.0
2019,SC,Industrial Power,Other Biomass,2.0,1.0,11.0,10.0
2019,SC,Industrial Power,Solar Thermal and Photovoltaic,1.0,1.0,2.0,2.0
2019,SC,Industrial Power,Wood and Wood Derived Fuels,11.0,5.0,398.4,364.4
2019,SC,Total Electric Power Industry,All Sources,353.0,155.0,26068.2,23961.9
2019,SC,Total Electric Power Industry,Coal,11.0,4.0,5081.6,4769.0
2019,SC,Total Electric Power Industry,Hydroelectric,103.0,31.0,1365.0,1311.9
2019,SC,Total Electric Power Industry,Natural Gas,73.0,23.0,8173.3,6907.2
2019,SC,Total Electric Power Industry,Nuclear,7.0,4.0,6875.1,6576.2
2019,SC,Total Electric Power Industry,Other,1.0,1.0,4.0,4.0
2019,SC,Total Electric Power Industry,Other Biomass,22.0,10.0,49.7,46.1
2019,SC,Total Electric Power Industry,Petroleum,43.0,17.0,640.9,466.9
2019,SC,Total Electric Power Industry,Pumped Storage,16.0,3.0,2657.2,2716.0
2019,SC,Total Electric Power Industry,Solar Thermal and Photovoltaic,62.0,61.0,658.0,656.2
2019,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,15.0,9.0,563.4,508.4
2019,SD,Commercial Power,All Sources,1.0,1.0,1.7,1.7
2019,SD,Commercial Power,Petroleum,1.0,1.0,1.7,1.7
2019,SD,"Electric Generators, Electric Utilities",All Sources,67.0,22.0,3832.5,3536.9
2019,SD,"Electric Generators, Electric Utilities",Coal,1.0,1.0,450.0,474.0
2019,SD,"Electric Generators, Electric Utilities",Hydroelectric,25.0,4.0,1648.4,1598.0
2019,SD,"Electric Generators, Electric Utilities",Natural Gas,17.0,8.0,1207.0,1008.4
2019,SD,"Electric Generators, Electric Utilities",Petroleum,18.0,10.0,282.5,211.9
2019,SD,"Electric Generators, Electric Utilities",Wind,6.0,3.0,244.6,244.6
2019,SD,"Electric Generators, Independent Power Producers",All Sources,18.0,15.0,1136.3,1134.6
2019,SD,"Electric Generators, Independent Power Producers",Other,1.0,1.0,0.8,0.8
2019,SD,"Electric Generators, Independent Power Producers",Petroleum,3.0,1.0,4.5,1.5
2019,SD,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1.0,1.0,1.0,1.0
2019,SD,"Electric Generators, Independent Power Producers",Wind,13.0,13.0,1130.0,1131.3
2019,SD,Industrial Power,All Sources,2.0,2.0,9.0,9.0
2019,SD,Industrial Power,Natural Gas,1.0,1.0,3.6,3.6
2019,SD,Industrial Power,Wood and Wood Derived Fuels,1.0,1.0,5.4,5.4
2019,SD,Total Electric Power Industry,All Sources,88.0,40.0,4979.5,4682.2
2019,SD,Total Electric Power Industry,Coal,1.0,1.0,450.0,474.0
2019,SD,Total Electric Power Industry,Hydroelectric,25.0,4.0,1648.4,1598.0
2019,SD,Total Electric Power Industry,Natural Gas,18.0,9.0,1210.6,1012.0
2019,SD,Total Electric Power Industry,Other,1.0,1.0,0.8,0.8
2019,SD,Total Electric Power Industry,Petroleum,22.0,12.0,288.7,215.1
2019,SD,Total Electric Power Industry,Solar Thermal and Photovoltaic,1.0,1.0,1.0,1.0
2019,SD,Total Electric Power Industry,Wind,19.0,16.0,1374.6,1375.9
2019,SD,Total Electric Power Industry,Wood and Wood Derived Fuels,1.0,1.0,5.4,5.4
2019,TN,Commercial Power,All Sources,10.0,6.0,37.0,33.9
2019,TN,Commercial Power,Natural Gas,6.0,4.0,33.2,30.9
2019,TN,Commercial Power,Solar Thermal and Photovoltaic,4.0,2.0,3.8,3.0
2019,TN,"Electric Generators, Electric Utilities",All Sources,212.0,45.0,23284.2,20719.2
2019,TN,"Electric Generators, Electric Utilities",Coal,16.0,4.0,6505.2,5714.0
2019,TN,"Electric Generators, Electric Utilities",Hydroelectric,84.0,28.0,2504.4,2616.6
2019,TN,"Electric Generators, Electric Utilities",Natural Gas,77.0,7.0,7530.8,6204.7
2019,TN,"Electric Generators, Electric Utilities",Nuclear,4.0,2.0,4980.8,4522.7
2019,TN,"Electric Generators, Electric Utilities",Other Biomass,1.0,1.0,2.0,1.8
2019,TN,"Electric Generators, Electric Utilities",Petroleum,22.0,2.0,44.0,39.6
2019,TN,"Electric Generators, Electric Utilities",Pumped Storage,4.0,1.0,1713.6,1616.3
2019,TN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1.0,1.0,1.6,1.4
2019,TN,"Electric Generators, Electric Utilities",Wind,3.0,1.0,1.8,2.1
2019,TN,"Electric Generators, Independent Power Producers",All Sources,26.0,17.0,221.5,219.3
2019,TN,"Electric Generators, Independent Power Producers",Natural Gas,1.0,1.0,3.2,3.2
2019,TN,"Electric Generators, Independent Power Producers",Other Biomass,10.0,3.0,12.6,12.4
2019,TN,"Electric Generators, Independent Power Producers",Petroleum,2.0,1.0,3.6,3.6
2019,TN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,12.0,12.0,175.1,173.1
2019,TN,"Electric Generators, Independent Power Producers",Wind,1.0,1.0,27.0,27.0
2019,TN,Industrial Power,All Sources,28.0,6.0,444.4,431.3
2019,TN,Industrial Power,Coal,14.0,1.0,131.3,131.3
2019,TN,Industrial Power,Natural Gas,7.0,2.0,124.4,115.0
2019,TN,Industrial Power,Solar Thermal and Photovoltaic,1.0,1.0,3.0,3.0
2019,TN,Industrial Power,Wood and Wood Derived Fuels,6.0,3.0,185.7,182.0
2019,TN,Total Electric Power Industry,All Sources,276.0,74.0,23987.1,21403.7
2019,TN,Total Electric Power Industry,Coal,30.0,5.0,6636.5,5845.3
2019,TN,Total Electric Power Industry,Hydroelectric,84.0,28.0,2504.4,2616.6
2019,TN,Total Electric Power Industry,Natural Gas,91.0,14.0,7691.6,6353.8
2019,TN,Total Electric Power Industry,Nuclear,4.0,2.0,4980.8,4522.7
2019,TN,Total Electric Power Industry,Other Biomass,11.0,4.0,14.6,14.2
2019,TN,Total Electric Power Industry,Petroleum,24.0,3.0,47.6,43.2
2019,TN,Total Electric Power Industry,Pumped Storage,4.0,1.0,1713.6,1616.3
2019,TN,Total Electric Power Industry,Solar Thermal and Photovoltaic,18.0,16.0,183.5,180.5
2019,TN,Total Electric Power Industry,Wind,4.0,2.0,28.8,29.1
2019,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,6.0,3.0,185.7,182.0
2019,TX,"Combined Heat and Power, Electric Power",All Sources,60.0,16.0,8597.5,7417.7
2019,TX,"Combined Heat and Power, Electric Power",Natural Gas,59.0,15.0,8582.1,7403.7
2019,TX,"Combined Heat and Power, Electric Power",Other,1.0,1.0,15.4,14.0
2019,TX,Commercial Power,All Sources,34.0,14.0,323.6,305.9
2019,TX,Commercial Power,Hydroelectric,1.0,1.0,1.3,1.3
2019,TX,Commercial Power,Natural Gas,20.0,8.0,286.0,269.5
2019,TX,Commercial Power,Other Biomass,1.0,1.0,5.3,4.2
2019,TX,Commercial Power,Petroleum,7.0,2.0,12.9,12.9
2019,TX,Commercial Power,Solar Thermal and Photovoltaic,2.0,2.0,3.1,3.0
2019,TX,Commercial Power,Wind,3.0,2.0,15.0,15.0
2019,TX,"Electric Generators, Electric Utilities",All Sources,292.0,85.0,31668.5,29067.6
2019,TX,"Electric Generators, Electric Utilities",Coal,17.0,9.0,9248.8,8657.0
2019,TX,"Electric Generators, Electric Utilities",Hydroelectric,43.0,22.0,697.1,662.7
2019,TX,"Electric Generators, Electric Utilities",Natural Gas,214.0,46.0,21443.5,19489.4
2019,TX,"Electric Generators, Electric Utilities",Other,4.0,3.0,16.5,16.5
2019,TX,"Electric Generators, Electric Utilities",Petroleum,9.0,3.0,12.5,9.3
2019,TX,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2.0,2.0,8.0,8.0
2019,TX,"Electric Generators, Electric Utilities",Wind,1.0,1.0,78.2,78.2
2019,TX,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,2.0,2.0,163.9,146.5
2019,TX,"Electric Generators, Independent Power Producers",All Sources,545.0,312.0,86390.9,81262.6
2019,TX,"Electric Generators, Independent Power Producers",Coal,15.0,7.0,10741.2,10215.6
2019,TX,"Electric Generators, Independent Power Producers",Hydroelectric,3.0,1.0,9.6,6.0
2019,TX,"Electric Generators, Independent Power Producers",Natural Gas,221.0,56.0,39922.9,35496.5
2019,TX,"Electric Generators, Independent Power Producers",Nuclear,4.0,2.0,5138.6,4960.0
2019,TX,"Electric Generators, Independent Power Producers",Other,8.0,8.0,102.7,102.7
2019,TX,"Electric Generators, Independent Power Producers",Other Biomass,43.0,12.0,67.8,67.6
2019,TX,"Electric Generators, Independent Power Producers",Petroleum,7.0,2.0,14.0,14.0
2019,TX,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,59.0,58.0,2433.1,2436.9
2019,TX,"Electric Generators, Independent Power Producers",Wind,185.0,174.0,27961.0,27963.3
2019,TX,Industrial Power,All Sources,182.0,57.0,8452.7,7062.7
2019,TX,Industrial Power,Natural Gas,143.0,39.0,7473.1,6198.6
2019,TX,Industrial Power,Other,10.0,7.0,214.3,205.0
2019,TX,Industrial Power,Other Biomass,4.0,1.0,23.5,17.5
2019,TX,Industrial Power,Other Gases,9.0,7.0,480.3,402.9
2019,TX,Industrial Power,Petroleum,8.0,5.0,75.8,70.1
2019,TX,Industrial Power,Wind,1.0,1.0,10.0,3.0
2019,TX,Industrial Power,Wood and Wood Derived Fuels,7.0,4.0,175.7,165.6
2019,TX,Total Electric Power Industry,All Sources,1113.0,484.0,135433.2,125116.5
2019,TX,Total Electric Power Industry,Coal,32.0,16.0,19990.0,18872.6
2019,TX,Total Electric Power Industry,Hydroelectric,47.0,24.0,708.0,670.0
2019,TX,Total Electric Power Industry,Natural Gas,657.0,164.0,77707.6,68857.7
2019,TX,Total Electric Power Industry,Nuclear,4.0,2.0,5138.6,4960.0
2019,TX,Total Electric Power Industry,Other,23.0,19.0,348.9,338.2
2019,TX,Total Electric Power Industry,Other Biomass,48.0,14.0,96.6,89.3
2019,TX,Total Electric Power Industry,Other Gases,9.0,7.0,480.3,402.9
2019,TX,Total Electric Power Industry,Petroleum,31.0,12.0,115.2,106.3
2019,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,63.0,62.0,2444.2,2447.9
2019,TX,Total Electric Power Industry,Wind,190.0,178.0,28064.2,28059.5
2019,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,9.0,6.0,339.6,312.1
2019,US,"Combined Heat and Power, Electric Power",All Sources,477.0,200.0,32166.2,28561.8
2019,US,"Combined Heat and Power, Electric Power",Coal,20.0,14.0,2403.8,2074.1
2019,US,"Combined Heat and Power, Electric Power",Natural Gas,341.0,128.0,27743.4,24782.0
2019,US,"Combined Heat and Power, Electric Power",Other,3.0,3.0,113.4,112.0
2019,US,"Combined Heat and Power, Electric Power",Other Biomass,79.0,39.0,467.0,386.9
2019,US,"Combined Heat and Power, Electric Power",Other Gases,3.0,3.0,372.0,350.0
2019,US,"Combined Heat and Power, Electric Power",Petroleum,9.0,6.0,397.9,298.8
2019,US,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,5.0,3.0,3.3,3.3
2019,US,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,17.0,15.0,665.4,554.7
2019,US,Commercial Power,All Sources,1556.0,562.0,5029.3,4571.0
2019,US,Commercial Power,Coal,17.0,6.0,131.9,123.2
2019,US,Commercial Power,Geothermal,2.0,1.0,74.0,49.4
2019,US,Commercial Power,Hydroelectric,35.0,15.0,77.5,74.9
2019,US,Commercial Power,Natural Gas,472.0,203.0,2490.1,2247.5
2019,US,Commercial Power,Other,24.0,20.0,53.4,49.1
2019,US,Commercial Power,Other Biomass,174.0,73.0,758.6,651.6
2019,US,Commercial Power,Petroleum,597.0,153.0,905.8,857.7
2019,US,Commercial Power,Solar Thermal and Photovoltaic,194.0,145.0,385.3,381.1
2019,US,Commercial Power,Wind,35.0,24.0,74.7,73.4
2019,US,Commercial Power,Wood and Wood Derived Fuels,6.0,3.0,78.0,63.1
2019,US,"Electric Generators, Electric Utilities",All Sources,9558.0,3007.0,660506.2,604526.7
2019,US,"Electric Generators, Electric Utilities",Coal,431.0,194.0,185673.5,171088.7
2019,US,"Electric Generators, Electric Utilities",Geothermal,7.0,4.0,268.5,146.5
2019,US,"Electric Generators, Electric Utilities",Hydroelectric,2591.0,898.0,73575.0,73719.7
2019,US,"Electric Generators, Electric Utilities",Natural Gas,2965.0,818.0,283265.2,247018.9
2019,US,"Electric Generators, Electric Utilities",Nuclear,53.0,31.0,56181.9,53880.6
2019,US,"Electric Generators, Electric Utilities",Other,77.0,70.0,444.3,412.3
2019,US,"Electric Generators, Electric Utilities",Other Biomass,173.0,48.0,369.9,336.7
2019,US,"Electric Generators, Electric Utilities",Other Gases,4.0,1.0,13.2,12.0
2019,US,"Electric Generators, Electric Utilities",Petroleum,2459.0,743.0,21039.1,18219.8
2019,US,"Electric Generators, Electric Utilities",Pumped Storage,133.0,35.0,18531.3,19428.9
2019,US,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,417.0,310.0,3939.1,3851.4
