Year,State Code,Producer Type,Fuel Source,Generators,Facilities,Nameplate Capacity (Megawatts),Summer Capacity (Megawatts)
2016,MI,Total Electric Power Industry,All Sources,760.0,223.0,31883.5,29083.1
2016,MI,Total Electric Power Industry,Coal,41.0,17.0,10354.2,9414.2
2016,MI,Total Electric Power Industry,Hydroelectric,227.0,55.0,361.6,263.0
2016,MI,Total Electric Power Industry,Natural Gas,190.0,61.0,11781.0,10394.1
2016,MI,Total Electric Power Industry,Nuclear,4.0,3.0,4314.1,4105.4
2016,MI,Total Electric Power Industry,Other Biomass,109.0,27.0,240.1,222.5
2016,MI,Total Electric Power Industry,Other Gases,1.0,1.0,250.0,250.0
2016,MI,Total Electric Power Industry,Petroleum,139.0,43.0,607.7,545.6
2016,MI,Total Electric Power Industry,Pumped Storage,6.0,1.0,1978.8,2103.0
2016,MI,Total Electric Power Industry,Solar Thermal and Photovoltaic,6.0,6.0,12.5,12.5
2016,MI,Total Electric Power Industry,Wind,25.0,22.0,1608.9,1434.8
2016,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,12.0,9.0,374.6,338.0
2016,MN,"Combined Heat and Power, Electric Power",All Sources,5.0,4.0,351.9,311.9
2016,MN,"Combined Heat and Power, Electric Power",Natural Gas,2.0,1.0,283.5,251.0
2016,MN,"Combined Heat and Power, Electric Power",Other Biomass,2.0,2.0,31.4,27.9
2016,MN,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,1.0,1.0,37.0,33.0
2016,MN,Commercial Power,All Sources,52.0,17.0,198.6,141.1
2016,MN,Commercial Power,Natural Gas,9.0,3.0,39.5,24.7
2016,MN,Commercial Power,Other,1.0,1.0,6.5,2.8
2016,MN,Commercial Power,Other Biomass,6.0,3.0,16.1,9.1
2016,MN,Commercial Power,Petroleum,28.0,11.0,54.3,36.4
2016,MN,Commercial Power,Wind,6.0,3.0,9.4,8.3
2016,MN,Commercial Power,Wood and Wood Derived Fuels,2.0,1.0,72.8,59.8
2016,MN,"Electric Generators, Electric Utilities",All Sources,379.0,113.0,12868.3,11617.1
2016,MN,"Electric Generators, Electric Utilities",Coal,16.0,7.0,4491.5,4170.8
2016,MN,"Electric Generators, Electric Utilities",Hydroelectric,53.0,19.0,144.3,138.3
2016,MN,"Electric Generators, Electric Utilities",Natural Gas,75.0,28.0,4584.3,4009.5
2016,MN,"Electric Generators, Electric Utilities",Nuclear,3.0,2.0,1871.2,1657.0
2016,MN,"Electric Generators, Electric Utilities",Other,1.0,1.0,1.1,1.0
2016,MN,"Electric Generators, Electric Utilities",Other Biomass,12.0,5.0,100.8,71.2
2016,MN,"Electric Generators, Electric Utilities",Petroleum,190.0,59.0,825.2,720.1
2016,MN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1.0,1.0,2.3,2.3
2016,MN,"Electric Generators, Electric Utilities",Wind,24.0,13.0,794.9,793.7
2016,MN,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,4.0,2.0,52.7,53.2
2016,MN,"Electric Generators, Independent Power Producers",All Sources,217.0,157.0,3889.2,3631.7
2016,MN,"Electric Generators, Independent Power Producers",Hydroelectric,27.0,5.0,41.3,40.5
2016,MN,"Electric Generators, Independent Power Producers",Natural Gas,4.0,2.0,876.8,646.0
2016,MN,"Electric Generators, Independent Power Producers",Other,1.0,1.0,5.0,5.0
2016,MN,"Electric Generators, Independent Power Producers",Other Biomass,11.0,4.0,64.1,55.0
2016,MN,"Electric Generators, Independent Power Producers",Petroleum,5.0,3.0,21.7,21.4
2016,MN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,53.0,30.0,253.9,251.6
2016,MN,"Electric Generators, Independent Power Producers",Wind,115.0,111.0,2563.9,2557.2
2016,MN,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,1.0,1.0,62.5,55.0
2016,MN,Industrial Power,All Sources,47.0,13.0,372.3,310.1
2016,MN,Industrial Power,Coal,10.0,6.0,164.2,137.7
2016,MN,Industrial Power,Hydroelectric,22.0,3.0,29.7,27.1
2016,MN,Industrial Power,Natural Gas,1.0,1.0,1.0,1.0
2016,MN,Industrial Power,Other,1.0,1.0,10.6,10.6
2016,MN,Industrial Power,Petroleum,8.0,2.0,20.0,17.2
2016,MN,Industrial Power,Wood and Wood Derived Fuels,5.0,2.0,146.8,116.5
2016,MN,Total Electric Power Industry,All Sources,700.0,304.0,17680.3,16011.9
2016,MN,Total Electric Power Industry,Coal,26.0,13.0,4655.7,4308.5
2016,MN,Total Electric Power Industry,Hydroelectric,102.0,27.0,215.3,205.9
2016,MN,Total Electric Power Industry,Natural Gas,91.0,35.0,5785.1,4932.2
2016,MN,Total Electric Power Industry,Nuclear,3.0,2.0,1871.2,1657.0
2016,MN,Total Electric Power Industry,Other,4.0,4.0,23.2,19.4
2016,MN,Total Electric Power Industry,Other Biomass,31.0,14.0,212.4,163.2
2016,MN,Total Electric Power Industry,Petroleum,231.0,75.0,921.2,795.1
2016,MN,Total Electric Power Industry,Solar Thermal and Photovoltaic,54.0,31.0,256.2,253.9
2016,MN,Total Electric Power Industry,Wind,145.0,127.0,3368.2,3359.2
2016,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,13.0,7.0,371.8,317.5
2016,MO,"Combined Heat and Power, Electric Power",All Sources,7.0,2.0,43.0,36.6
2016,MO,"Combined Heat and Power, Electric Power",Natural Gas,6.0,2.0,41.8,35.6
2016,MO,"Combined Heat and Power, Electric Power",Petroleum,1.0,1.0,1.2,1.0
2016,MO,Commercial Power,All Sources,17.0,3.0,109.3,95.2
2016,MO,Commercial Power,Coal,4.0,1.0,53.0,50.7
2016,MO,Commercial Power,Natural Gas,2.0,1.0,34.6,22.8
2016,MO,Commercial Power,Petroleum,10.0,2.0,20.7,20.7
2016,MO,Commercial Power,Solar Thermal and Photovoltaic,1.0,1.0,1.0,1.0
2016,MO,"Electric Generators, Electric Utilities",All Sources,366.0,94.0,22258.4,20205.5
2016,MO,"Electric Generators, Electric Utilities",Coal,34.0,16.0,12437.6,11675.4
2016,MO,"Electric Generators, Electric Utilities",Hydroelectric,20.0,6.0,506.0,545.7
2016,MO,"Electric Generators, Electric Utilities",Natural Gas,115.0,37.0,6173.1,5014.3
2016,MO,"Electric Generators, Electric Utilities",Nuclear,1.0,1.0,1235.8,1190.0
2016,MO,"Electric Generators, Electric Utilities",Other,1.0,1.0,1.0,1.0
2016,MO,"Electric Generators, Electric Utilities",Other Biomass,5.0,3.0,7.8,7.6
2016,MO,"Electric Generators, Electric Utilities",Petroleum,180.0,46.0,1293.7,1111.5
2016,MO,"Electric Generators, Electric Utilities",Pumped Storage,9.0,3.0,600.4,657.0
2016,MO,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1.0,1.0,3.0,3.0
2016,MO,"Electric Generators, Independent Power Producers",All Sources,25.0,19.0,1321.5,1305.2
2016,MO,"Electric Generators, Independent Power Producers",Natural Gas,3.0,1.0,630.0,619.3
2016,MO,"Electric Generators, Independent Power Producers",Other Biomass,7.0,3.0,9.4,8.9
2016,MO,"Electric Generators, Independent Power Producers",Petroleum,1.0,1.0,1.0,1.0
2016,MO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,7.0,7.0,21.7,21.7
2016,MO,"Electric Generators, Independent Power Producers",Wind,7.0,7.0,659.4,654.3
2016,MO,Industrial Power,All Sources,3.0,1.0,26.1,26.1
2016,MO,Industrial Power,Natural Gas,3.0,1.0,26.1,26.1
2016,MO,Total Electric Power Industry,All Sources,418.0,119.0,23758.3,21668.6
2016,MO,Total Electric Power Industry,Coal,38.0,17.0,12490.6,11726.1
2016,MO,Total Electric Power Industry,Hydroelectric,20.0,6.0,506.0,545.7
2016,MO,Total Electric Power Industry,Natural Gas,129.0,42.0,6905.6,5718.1
2016,MO,Total Electric Power Industry,Nuclear,1.0,1.0,1235.8,1190.0
2016,MO,Total Electric Power Industry,Other,1.0,1.0,1.0,1.0
2016,MO,Total Electric Power Industry,Other Biomass,12.0,6.0,17.2,16.5
2016,MO,Total Electric Power Industry,Petroleum,192.0,50.0,1316.6,1134.2
2016,MO,Total Electric Power Industry,Pumped Storage,9.0,3.0,600.4,657.0
2016,MO,Total Electric Power Industry,Solar Thermal and Photovoltaic,9.0,9.0,25.7,25.7
2016,MO,Total Electric Power Industry,Wind,7.0,7.0,659.4,654.3
2016,MS,Commercial Power,All Sources,3.0,2.0,5.8,5.4
2016,MS,Commercial Power,Natural Gas,1.0,1.0,4.2,4.0
2016,MS,Commercial Power,Other,2.0,1.0,1.6,1.4
2016,MS,"Electric Generators, Electric Utilities",All Sources,109.0,28.0,15899.4,14068.3
2016,MS,"Electric Generators, Electric Utilities",Coal,4.0,2.0,1496.6,1380.0
2016,MS,"Electric Generators, Electric Utilities",Natural Gas,92.0,24.0,12914.8,11243.0
2016,MS,"Electric Generators, Electric Utilities",Nuclear,1.0,1.0,1440.0,1401.0
2016,MS,"Electric Generators, Electric Utilities",Petroleum,12.0,4.0,48.0,44.3
2016,MS,"Electric Generators, Independent Power Producers",All Sources,13.0,5.0,1844.6,1585.7
2016,MS,"Electric Generators, Independent Power Producers",Coal,1.0,1.0,513.7,440.0
2016,MS,"Electric Generators, Independent Power Producers",Natural Gas,10.0,2.0,1326.2,1141.0
2016,MS,"Electric Generators, Independent Power Producers",Other Biomass,1.0,1.0,1.6,1.6
2016,MS,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1.0,1.0,3.1,3.1
2016,MS,Industrial Power,All Sources,12.0,6.0,324.1,298.8
2016,MS,Industrial Power,Natural Gas,2.0,2.0,29.8,25.7
2016,MS,Industrial Power,Wood and Wood Derived Fuels,10.0,4.0,294.3,273.1
2016,MS,Total Electric Power Industry,All Sources,137.0,41.0,18073.9,15958.2
2016,MS,Total Electric Power Industry,Coal,5.0,3.0,2010.3,1820.0
2016,MS,Total Electric Power Industry,Natural Gas,105.0,29.0,14275.0,12413.7
2016,MS,Total Electric Power Industry,Nuclear,1.0,1.0,1440.0,1401.0
2016,MS,Total Electric Power Industry,Other,2.0,1.0,1.6,1.4
2016,MS,Total Electric Power Industry,Other Biomass,1.0,1.0,1.6,1.6
2016,MS,Total Electric Power Industry,Petroleum,12.0,4.0,48.0,44.3
2016,MS,Total Electric Power Industry,Solar Thermal and Photovoltaic,1.0,1.0,3.1,3.1
2016,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,10.0,4.0,294.3,273.1
2016,MT,"Combined Heat and Power, Electric Power",All Sources,1.0,1.0,68.0,52.0
2016,MT,"Combined Heat and Power, Electric Power",Petroleum,1.0,1.0,68.0,52.0
2016,MT,"Electric Generators, Electric Utilities",All Sources,81.0,25.0,3170.1,3176.5
2016,MT,"Electric Generators, Electric Utilities",Coal,1.0,1.0,50.0,53.1
2016,MT,"Electric Generators, Electric Utilities",Hydroelectric,69.0,18.0,2630.4,2713.6
2016,MT,"Electric Generators, Electric Utilities",Natural Gas,9.0,5.0,419.7,339.8
2016,MT,"Electric Generators, Electric Utilities",Wind,2.0,2.0,70.0,70.0
2016,MT,"Electric Generators, Independent Power Producers",All Sources,40.0,22.0,3200.2,2976.7
2016,MT,"Electric Generators, Independent Power Producers",Coal,6.0,3.0,2433.8,2236.0
2016,MT,"Electric Generators, Independent Power Producers",Hydroelectric,6.0,5.0,34.2,34.2
2016,MT,"Electric Generators, Independent Power Producers",Natural Gas,9.0,1.0,54.9,54.0
2016,MT,"Electric Generators, Independent Power Producers",Other,8.0,2.0,60.0,44.0
2016,MT,"Electric Generators, Independent Power Producers",Wind,11.0,11.0,617.3,608.5
2016,MT,Industrial Power,All Sources,4.0,3.0,8.4,8.5
2016,MT,Industrial Power,Coal,2.0,1.0,4.0,4.0
2016,MT,Industrial Power,Other Gases,1.0,1.0,1.6,1.5
2016,MT,Industrial Power,Wood and Wood Derived Fuels,1.0,1.0,2.8,3.0
2016,MT,Total Electric Power Industry,All Sources,126.0,51.0,6446.7,6213.7
2016,MT,Total Electric Power Industry,Coal,9.0,5.0,2487.8,2293.1
2016,MT,Total Electric Power Industry,Hydroelectric,75.0,23.0,2664.6,2747.8
2016,MT,Total Electric Power Industry,Natural Gas,18.0,6.0,474.6,393.8
2016,MT,Total Electric Power Industry,Other,8.0,2.0,60.0,44.0
2016,MT,Total Electric Power Industry,Other Gases,1.0,1.0,1.6,1.5
2016,MT,Total Electric Power Industry,Petroleum,1.0,1.0,68.0,52.0
2016,MT,Total Electric Power Industry,Wind,13.0,13.0,687.3,678.5
2016,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,1.0,1.0,2.8,3.0
2016,NC,"Combined Heat and Power, Electric Power",All Sources,15.0,9.0,568.5,496.3
2016,NC,"Combined Heat and Power, Electric Power",Coal,5.0,4.0,389.6,356.6
2016,NC,"Combined Heat and Power, Electric Power",Other Biomass,5.0,2.0,6.4,6.4
2016,NC,"Combined Heat and Power, Electric Power",Petroleum,2.0,1.0,2.8,2.6
2016,NC,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,3.0,2.0,169.7,130.7
2016,NC,Commercial Power,All Sources,24.0,13.0,117.8,115.0
2016,NC,Commercial Power,Coal,1.0,1.0,28.0,28.7
2016,NC,Commercial Power,Hydroelectric,6.0,2.0,3.6,3.6
2016,NC,Commercial Power,Other Biomass,5.0,3.0,13.5,13.0
2016,NC,Commercial Power,Petroleum,9.0,5.0,14.2,12.8
2016,NC,Commercial Power,Solar Thermal and Photovoltaic,3.0,3.0,58.5,56.9
2016,NC,"Electric Generators, Electric Utilities",All Sources,254.0,96.0,29592.2,26938.0
2016,NC,"Electric Generators, Electric Utilities",Coal,20.0,7.0,11024.1,10308.0
2016,NC,"Electric Generators, Electric Utilities",Hydroelectric,81.0,31.0,1866.1,1978.2
2016,NC,"Electric Generators, Electric Utilities",Natural Gas,78.0,14.0,10625.9,8957.0
2016,NC,"Electric Generators, Electric Utilities",Nuclear,5.0,3.0,5394.7,5113.6
2016,NC,"Electric Generators, Electric Utilities",Petroleum,61.0,35.0,421.3,330.1
2016,NC,"Electric Generators, Electric Utilities",Pumped Storage,1.0,1.0,95.0,86.0
2016,NC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,8.0,8.0,165.1,165.1
2016,NC,"Electric Generators, Independent Power Producers",All Sources,527.0,418.0,4555.8,4284.2
2016,NC,"Electric Generators, Independent Power Producers",Hydroelectric,17.0,7.0,19.1,19.1
2016,NC,"Electric Generators, Independent Power Producers",Natural Gas,10.0,2.0,1928.0,1677.0
2016,NC,"Electric Generators, Independent Power Producers",Other Biomass,74.0,16.0,75.4,71.1
2016,NC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,423.0,390.0,2207.8,2215.0
2016,NC,"Electric Generators, Independent Power Producers",Wind,1.0,1.0,208.0,208.0
2016,NC,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,2.0,2.0,117.5,94.0
2016,NC,Industrial Power,All Sources,63.0,15.0,474.9,456.1
2016,NC,Industrial Power,Coal,6.0,1.0,52.5,52.5
2016,NC,Industrial Power,Hydroelectric,3.0,1.0,1.6,1.1
2016,NC,Industrial Power,Natural Gas,4.0,2.0,56.5,48.5
2016,NC,Industrial Power,Other,1.0,1.0,54.0,54.0
2016,NC,Industrial Power,Petroleum,39.0,6.0,52.5,51.1
2016,NC,Industrial Power,Wood and Wood Derived Fuels,10.0,5.0,257.8,248.9
2016,NC,Total Electric Power Industry,All Sources,883.0,551.0,35309.2,32289.6
2016,NC,Total Electric Power Industry,Coal,32.0,13.0,11494.2,10745.8
2016,NC,Total Electric Power Industry,Hydroelectric,107.0,41.0,1890.4,2002.0
2016,NC,Total Electric Power Industry,Natural Gas,92.0,18.0,12610.4,10682.5
2016,NC,Total Electric Power Industry,Nuclear,5.0,3.0,5394.7,5113.6
2016,NC,Total Electric Power Industry,Other,1.0,1.0,54.0,54.0
2016,NC,Total Electric Power Industry,Other Biomass,84.0,21.0,95.3,90.5
2016,NC,Total Electric Power Industry,Petroleum,111.0,47.0,490.8,396.6
2016,NC,Total Electric Power Industry,Pumped Storage,1.0,1.0,95.0,86.0
2016,NC,Total Electric Power Industry,Solar Thermal and Photovoltaic,434.0,401.0,2431.4,2437.0
2016,NC,Total Electric Power Industry,Wind,1.0,1.0,208.0,208.0
2016,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,15.0,9.0,545.0,473.6
2016,ND,Commercial Power,All Sources,2.0,2.0,3.5,3.5
2016,ND,Commercial Power,Petroleum,2.0,2.0,3.5,3.5
2016,ND,"Electric Generators, Electric Utilities",All Sources,54.0,31.0,6698.2,6332.7
2016,ND,"Electric Generators, Electric Utilities",Coal,13.0,8.0,4330.8,4203.2
2016,ND,"Electric Generators, Electric Utilities",Hydroelectric,5.0,1.0,614.0,510.0
2016,ND,"Electric Generators, Electric Utilities",Natural Gas,7.0,3.0,451.0,328.0
2016,ND,"Electric Generators, Electric Utilities",Other,1.0,1.0,5.3,5.3
2016,ND,"Electric Generators, Electric Utilities",Petroleum,13.0,8.0,65.0,58.8
2016,ND,"Electric Generators, Electric Utilities",Wind,15.0,13.0,1232.1,1227.4
2016,ND,"Electric Generators, Independent Power Producers",All Sources,18.0,17.0,1596.3,1596.3
2016,ND,"Electric Generators, Independent Power Producers",Wind,18.0,17.0,1596.3,1596.3
2016,ND,Industrial Power,All Sources,7.0,4.0,36.6,37.5
2016,ND,Industrial Power,Coal,2.0,2.0,19.3,19.3
2016,ND,Industrial Power,Other Biomass,2.0,1.0,9.8,9.8
2016,ND,Industrial Power,Other Gases,3.0,1.0,7.5,8.4
2016,ND,Total Electric Power Industry,All Sources,81.0,54.0,8334.6,7970.0
2016,ND,Total Electric Power Industry,Coal,15.0,10.0,4350.1,4222.5
2016,ND,Total Electric Power Industry,Hydroelectric,5.0,1.0,614.0,510.0
2016,ND,Total Electric Power Industry,Natural Gas,7.0,3.0,451.0,328.0
2016,ND,Total Electric Power Industry,Other,1.0,1.0,5.3,5.3
2016,ND,Total Electric Power Industry,Other Biomass,2.0,1.0,9.8,9.8
2016,ND,Total Electric Power Industry,Other Gases,3.0,1.0,7.5,8.4
2016,ND,Total Electric Power Industry,Petroleum,15.0,10.0,68.5,62.3
2016,ND,Total Electric Power Industry,Wind,33.0,30.0,2828.4,2823.7
2016,NE,Commercial Power,All Sources,6.0,2.0,4.5,4.5
2016,NE,Commercial Power,Other Biomass,6.0,2.0,4.5,4.5
2016,NE,"Electric Generators, Electric Utilities",All Sources,255.0,77.0,7701.1,7171.5
2016,NE,"Electric Generators, Electric Utilities",Coal,14.0,7.0,3898.6,3743.4
2016,NE,"Electric Generators, Electric Utilities",Hydroelectric,19.0,10.0,200.0,175.9
2016,NE,"Electric Generators, Electric Utilities",Natural Gas,109.0,35.0,2358.5,2085.5
2016,NE,"Electric Generators, Electric Utilities",Nuclear,1.0,1.0,801.0,771.5
2016,NE,"Electric Generators, Electric Utilities",Other Biomass,11.0,2.0,11.2,11.2
2016,NE,"Electric Generators, Electric Utilities",Petroleum,97.0,36.0,360.7,312.7
2016,NE,"Electric Generators, Electric Utilities",Wind,4.0,3.0,71.1,71.3
2016,NE,"Electric Generators, Independent Power Producers",All Sources,19.0,18.0,1264.6,1264.6
2016,NE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2.0,2.0,6.3,6.3
2016,NE,"Electric Generators, Independent Power Producers",Wind,17.0,16.0,1258.3,1258.3
2016,NE,Industrial Power,All Sources,3.0,3.0,84.3,73.9
2016,NE,Industrial Power,Coal,3.0,3.0,84.3,73.9
2016,NE,Total Electric Power Industry,All Sources,283.0,100.0,9054.5,8514.5
2016,NE,Total Electric Power Industry,Coal,17.0,10.0,3982.9,3817.3
2016,NE,Total Electric Power Industry,Hydroelectric,19.0,10.0,200.0,175.9
2016,NE,Total Electric Power Industry,Natural Gas,109.0,35.0,2358.5,2085.5
2016,NE,Total Electric Power Industry,Nuclear,1.0,1.0,801.0,771.5
2016,NE,Total Electric Power Industry,Other Biomass,17.0,4.0,15.7,15.7
2016,NE,Total Electric Power Industry,Petroleum,97.0,36.0,360.7,312.7
2016,NE,Total Electric Power Industry,Solar Thermal and Photovoltaic,2.0,2.0,6.3,6.3
2016,NE,Total Electric Power Industry,Wind,21.0,19.0,1329.4,1329.6
2016,NH,Commercial Power,All Sources,9.0,4.0,19.8,19.8
2016,NH,Commercial Power,Other Biomass,1.0,1.0,7.9,7.9
2016,NH,Commercial Power,Petroleum,8.0,3.0,11.9,11.9
2016,NH,"Electric Generators, Electric Utilities",All Sources,30.0,13.0,1183.4,1121.3
2016,NH,"Electric Generators, Electric Utilities",Coal,4.0,2.0,559.2,533.9
2016,NH,"Electric Generators, Electric Utilities",Hydroelectric,19.0,8.0,65.2,62.0
2016,NH,"Electric Generators, Electric Utilities",Natural Gas,1.0,1.0,414.0,400.2
2016,NH,"Electric Generators, Electric Utilities",Petroleum,5.0,4.0,95.0,82.1
2016,NH,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,1.0,1.0,50.0,43.1
2016,NH,"Electric Generators, Independent Power Producers",All Sources,96.0,42.0,3399.3,3295.7
2016,NH,"Electric Generators, Independent Power Producers",Hydroelectric,69.0,25.0,357.5,440.7
2016,NH,"Electric Generators, Independent Power Producers",Natural Gas,6.0,2.0,1395.5,1231.0
2016,NH,"Electric Generators, Independent Power Producers",Nuclear,1.0,1.0,1242.0,1250.9
2016,NH,"Electric Generators, Independent Power Producers",Other Biomass,9.0,3.0,25.6,23.2
2016,NH,"Electric Generators, Independent Power Producers",Wind,4.0,4.0,185.3,183.1
2016,NH,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,7.0,7.0,193.4,166.8
2016,NH,Industrial Power,All Sources,8.0,2.0,10.2,9.0
2016,NH,Industrial Power,Hydroelectric,2.0,1.0,2.1,2.1
2016,NH,Industrial Power,Natural Gas,1.0,1.0,5.0,3.8
2016,NH,Industrial Power,Petroleum,5.0,1.0,3.1,3.1
2016,NH,Total Electric Power Industry,All Sources,143.0,61.0,4612.7,4445.8
2016,NH,Total Electric Power Industry,Coal,4.0,2.0,559.2,533.9
2016,NH,Total Electric Power Industry,Hydroelectric,90.0,34.0,424.8,504.8
2016,NH,Total Electric Power Industry,Natural Gas,8.0,4.0,1814.5,1635.0
2016,NH,Total Electric Power Industry,Nuclear,1.0,1.0,1242.0,1250.9
2016,NH,Total Electric Power Industry,Other Biomass,10.0,4.0,33.5,31.1
2016,NH,Total Electric Power Industry,Petroleum,18.0,8.0,110.0,97.1
2016,NH,Total Electric Power Industry,Wind,4.0,4.0,185.3,183.1
2016,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,8.0,8.0,243.4,209.9
2016,NJ,"Combined Heat and Power, Electric Power",All Sources,22.0,7.0,1746.5,1588.7
2016,NJ,"Combined Heat and Power, Electric Power",Coal,2.0,2.0,527.3,463.0
2016,NJ,"Combined Heat and Power, Electric Power",Natural Gas,17.0,4.0,1196.7,1106.9
2016,NJ,"Combined Heat and Power, Electric Power",Other Biomass,3.0,1.0,22.5,18.8
2016,NJ,Commercial Power,All Sources,68.0,43.0,202.9,189.2
2016,NJ,Commercial Power,Natural Gas,10.0,7.0,51.3,47.9
2016,NJ,Commercial Power,Other Biomass,5.0,3.0,49.1,40.5
2016,NJ,Commercial Power,Petroleum,4.0,1.0,6.0,6.0
2016,NJ,Commercial Power,Solar Thermal and Photovoltaic,49.0,35.0,96.5,94.8
2016,NJ,"Electric Generators, Electric Utilities",All Sources,23.0,19.0,679.6,611.3
2016,NJ,"Electric Generators, Electric Utilities",Natural Gas,2.0,2.0,141.2,110.0
2016,NJ,"Electric Generators, Electric Utilities",Petroleum,4.0,2.0,33.0,28.9
2016,NJ,"Electric Generators, Electric Utilities",Pumped Storage,3.0,1.0,453.0,420.0
2016,NJ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,14.0,14.0,52.4,52.4
2016,NJ,"Electric Generators, Independent Power Producers",All Sources,308.0,177.0,17965.7,16398.4
2016,NJ,"Electric Generators, Independent Power Producers",Coal,3.0,2.0,816.0,782.0
2016,NJ,"Electric Generators, Independent Power Producers",Hydroelectric,7.0,2.0,14.7,12.3
2016,NJ,"Electric Generators, Independent Power Producers",Natural Gas,108.0,31.0,12076.5,10680.0
2016,NJ,"Electric Generators, Independent Power Producers",Nuclear,4.0,3.0,4180.7,4107.9
2016,NJ,"Electric Generators, Independent Power Producers",Other Biomass,37.0,13.0,190.7,168.0
2016,NJ,"Electric Generators, Independent Power Producers",Petroleum,3.0,3.0,219.4,187.3
2016,NJ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,144.0,125.0,458.7,453.3
2016,NJ,"Electric Generators, Independent Power Producers",Wind,2.0,2.0,9.0,7.6
2016,NJ,Industrial Power,All Sources,20.0,11.0,143.1,120.4
2016,NJ,Industrial Power,Natural Gas,9.0,5.0,77.6,68.1
2016,NJ,Industrial Power,Other,1.0,1.0,11.2,11.2
2016,NJ,Industrial Power,Other Gases,2.0,1.0,30.0,23.4
2016,NJ,Industrial Power,Petroleum,1.0,1.0,18.0,11.6
2016,NJ,Industrial Power,Solar Thermal and Photovoltaic,7.0,6.0,6.3,6.1
2016,NJ,Total Electric Power Industry,All Sources,441.0,257.0,20737.8,18908.0
2016,NJ,Total Electric Power Industry,Coal,5.0,4.0,1343.3,1245.0
2016,NJ,Total Electric Power Industry,Hydroelectric,7.0,2.0,14.7,12.3
2016,NJ,Total Electric Power Industry,Natural Gas,146.0,49.0,13543.3,12012.9
2016,NJ,Total Electric Power Industry,Nuclear,4.0,3.0,4180.7,4107.9
2016,NJ,Total Electric Power Industry,Other,1.0,1.0,11.2,11.2
2016,NJ,Total Electric Power Industry,Other Biomass,45.0,17.0,262.3,227.3
2016,NJ,Total Electric Power Industry,Other Gases,2.0,1.0,30.0,23.4
2016,NJ,Total Electric Power Industry,Petroleum,12.0,7.0,276.4,233.8
2016,NJ,Total Electric Power Industry,Pumped Storage,3.0,1.0,453.0,420.0
2016,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,214.0,180.0,613.9,606.6
2016,NJ,Total Electric Power Industry,Wind,2.0,2.0,9.0,7.6
2016,NM,"Combined Heat and Power, Electric Power",All Sources,4.0,1.0,6.6,6.4
2016,NM,"Combined Heat and Power, Electric Power",Natural Gas,2.0,1.0,4.4,4.2
2016,NM,"Combined Heat and Power, Electric Power",Other Biomass,2.0,1.0,2.2,2.2
2016,NM,Commercial Power,All Sources,5.0,3.0,21.0,18.9
2016,NM,Commercial Power,Natural Gas,4.0,2.0,19.5,17.4
2016,NM,Commercial Power,Wind,1.0,1.0,1.5,1.5
2016,NM,"Electric Generators, Electric Utilities",All Sources,79.0,40.0,6813.6,6187.7
2016,NM,"Electric Generators, Electric Utilities",Coal,7.0,3.0,3741.2,3471.0
2016,NM,"Electric Generators, Electric Utilities",Hydroelectric,10.0,5.0,81.7,82.9
2016,NM,"Electric Generators, Electric Utilities",Natural Gas,39.0,15.0,2854.4,2506.3
2016,NM,"Electric Generators, Electric Utilities",Other,3.0,2.0,2.6,2.6
2016,NM,"Electric Generators, Electric Utilities",Petroleum,2.0,2.0,29.0,21.0
2016,NM,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,18.0,16.0,104.7,103.9
2016,NM,"Electric Generators, Independent Power Producers",All Sources,56.0,46.0,2310.8,2189.5
2016,NM,"Electric Generators, Independent Power Producers",Geothermal,4.0,1.0,4.0,1.6
2016,NM,"Electric Generators, Independent Power Producers",Natural Gas,5.0,2.0,825.1,706.3
2016,NM,"Electric Generators, Independent Power Producers",Other Biomass,1.0,1.0,3.4,3.4
