Year,State Code,Fuel Source,Nameplate Capacity (Megawatts),renew_share,ipp_share,fossil_share,res_price,com_price,ind_price
2014,AK,Coal,113.5,19.4,0.7,78.0,19.14,17.09,15.66
2014,AK,Hydroelectric,440.4,19.4,0.7,78.0,19.14,17.09,15.66
2014,AK,Natural Gas,1233.1999999999998,19.4,0.7,78.0,19.14,17.09,15.66
2014,AK,Other,70.0,19.4,0.7,78.0,19.14,17.09,15.66
2014,AK,Other Biomass,11.5,19.4,0.7,78.0,19.14,17.09,15.66
2014,AK,Petroleum,760.9,19.4,0.7,78.0,19.14,17.09,15.66
2014,AK,Wind,72.69999999999999,19.4,0.7,78.0,19.14,17.09,15.66
2014,AL,Coal,11741.6,11.6,23.3,73.1,11.48,10.79,6.15
2014,AL,Hydroelectric,3319.3,11.6,23.3,73.1,11.48,10.79,6.15
2014,AL,Natural Gas,13329.8,11.6,23.3,73.1,11.48,10.79,6.15
2014,AL,Nuclear,5270.4,11.6,23.3,73.1,11.48,10.79,6.15
2014,AL,Other Biomass,6.4,11.6,23.3,73.1,11.48,10.79,6.15
2014,AL,Other Gases,110.8,11.6,23.3,73.1,11.48,10.79,6.15
2014,AL,Petroleum,47.800000000000004,11.6,23.3,73.1,11.48,10.79,6.15
2014,AL,Wood and Wood Derived Fuels,669.3000000000001,11.6,23.3,73.1,11.48,10.79,6.15
2014,AR,Coal,5487.0,10.4,19.4,78.2,9.51,8.05,6.02
2014,AR,Hydroelectric,1320.9,10.4,19.4,78.2,9.51,8.05,6.02
2014,AR,Natural Gas,7286.3,10.4,19.4,78.2,9.51,8.05,6.02
2014,AR,Nuclear,1845.0,10.4,19.4,78.2,9.51,8.05,6.02
2014,AR,Other Biomass,28.1,10.4,19.4,78.2,9.51,8.05,6.02
2014,AR,Petroleum,12.3,10.4,19.4,78.2,9.51,8.05,6.02
2014,AR,Pumped Storage,28.0,10.4,19.4,78.2,9.51,8.05,6.02
2014,AR,Wood and Wood Derived Fuels,350.1,10.4,19.4,78.2,9.51,8.05,6.02
2014,AZ,Coal,6707.0,13.9,25.6,72.3,11.9,10.13,6.46
2014,AZ,Hydroelectric,2718.0,13.9,25.6,72.3,11.9,10.13,6.46
2014,AZ,Natural Gas,16121.3,13.9,25.6,72.3,11.9,10.13,6.46
2014,AZ,Nuclear,4209.6,13.9,25.6,72.3,11.9,10.13,6.46
2014,AZ,Other Biomass,11.0,13.9,25.6,72.3,11.9,10.13,6.46
2014,AZ,Petroleum,128.3,13.9,25.6,72.3,11.9,10.13,6.46
2014,AZ,Pumped Storage,194.1,13.9,25.6,72.3,11.9,10.13,6.46
2014,AZ,Solar Thermal and Photovoltaic,1402.6,13.9,25.6,72.3,11.9,10.13,6.46
2014,AZ,Wind,237.3,13.9,25.6,72.3,11.9,10.13,6.46
2014,AZ,Wood and Wood Derived Fuels,30.2,13.9,25.6,72.3,11.9,10.13,6.46
2014,CA,Coal,130.7,32.8,53.6,59.0,16.25,15.62,12.34
2014,CA,Geothermal,2940.9,32.8,53.6,59.0,16.25,15.62,12.34
2014,CA,Hydroelectric,10042.5,32.8,53.6,59.0,16.25,15.62,12.34
2014,CA,Natural Gas,46154.200000000004,32.8,53.6,59.0,16.25,15.62,12.34
2014,CA,Nuclear,2323.0,32.8,53.6,59.0,16.25,15.62,12.34
2014,CA,Other,511.20000000000005,32.8,53.6,59.0,16.25,15.62,12.34
2014,CA,Other Biomass,678.8,32.8,53.6,59.0,16.25,15.62,12.34
2014,CA,Other Gases,258.0,32.8,53.6,59.0,16.25,15.62,12.34
2014,CA,Petroleum,500.90000000000003,32.8,53.6,59.0,16.25,15.62,12.34
2014,CA,Pumped Storage,3751.0,32.8,53.6,59.0,16.25,15.62,12.34
2014,CA,Solar Thermal and Photovoltaic,5829.2,32.8,53.6,59.0,16.25,15.62,12.34
2014,CA,Wind,5832.8,32.8,53.6,59.0,16.25,15.62,12.34
2014,CA,Wood and Wood Derived Fuels,841.4,32.8,53.6,59.0,16.25,15.62,12.34
2014,CO,Coal,5780.2,20.5,29.4,76.4,12.18,10.08,7.47
2014,CO,Hydroelectric,661.1,20.5,29.4,76.4,12.18,10.08,7.47
2014,CO,Natural Gas,6790.0,20.5,29.4,76.4,12.18,10.08,7.47
2014,CO,Other,10.6,20.5,29.4,76.4,12.18,10.08,7.47
2014,CO,Other Biomass,21.4,20.5,29.4,76.4,12.18,10.08,7.47
2014,CO,Petroleum,202.7,20.5,29.4,76.4,12.18,10.08,7.47
2014,CO,Pumped Storage,508.5,20.5,29.4,76.4,12.18,10.08,7.47
2014,CO,Solar Thermal and Photovoltaic,129.6,20.5,29.4,76.4,12.18,10.08,7.47
2014,CO,Wind,2594.1,20.5,29.4,76.4,12.18,10.08,7.47
2014,CO,Wood and Wood Derived Fuels,11.3,20.5,29.4,76.4,12.18,10.08,7.47
2014,CT,Coal,400.0,4.1,94.4,72.9,19.75,15.55,12.92
2014,CT,Hydroelectric,118.5,4.1,94.4,72.9,19.75,15.55,12.92
2014,CT,Natural Gas,3430.4000000000005,4.1,94.4,72.9,19.75,15.55,12.92
2014,CT,Nuclear,2162.9,4.1,94.4,72.9,19.75,15.55,12.92
2014,CT,Other,36.3,4.1,94.4,72.9,19.75,15.55,12.92
2014,CT,Other Biomass,220.9,4.1,94.4,72.9,19.75,15.55,12.92
2014,CT,Petroleum,3214.3,4.1,94.4,72.9,19.75,15.55,12.92
2014,CT,Pumped Storage,31.0,4.1,94.4,72.9,19.75,15.55,12.92
2014,CT,Solar Thermal and Photovoltaic,10.0,4.1,94.4,72.9,19.75,15.55,12.92
2014,CT,Wood and Wood Derived Fuels,43.0,4.1,94.4,72.9,19.75,15.55,12.92
2014,DC,Natural Gas,10.8,,,,,,
2014,DE,Coal,445.5,1.3,83.2,98.7,13.29,10.5,8.58
2014,DE,Natural Gas,2515.2,1.3,83.2,98.7,13.29,10.5,8.58
2014,DE,Other Biomass,12.2,1.3,83.2,98.7,13.29,10.5,8.58
2014,DE,Other Gases,140.0,1.3,83.2,98.7,13.29,10.5,8.58
2014,DE,Petroleum,121.6,1.3,83.2,98.7,13.29,10.5,8.58
2014,DE,Solar Thermal and Photovoltaic,29.6,1.3,83.2,98.7,13.29,10.5,8.58
2014,DE,Wind,2.0,1.3,83.2,98.7,13.29,10.5,8.58
2014,FL,Coal,11343.3,2.3,8.9,90.7,11.89,9.87,7.9
2014,FL,Hydroelectric,55.7,2.3,8.9,90.7,11.89,9.87,7.9
2014,FL,Natural Gas,42453.899999999994,2.3,8.9,90.7,11.89,9.87,7.9
2014,FL,Nuclear,3797.2,2.3,8.9,90.7,11.89,9.87,7.9
2014,FL,Other,952.5,2.3,8.9,90.7,11.89,9.87,7.9
2014,FL,Other Biomass,930.0,2.3,8.9,90.7,11.89,9.87,7.9
2014,FL,Petroleum,8016.0,2.3,8.9,90.7,11.89,9.87,7.9
2014,FL,Solar Thermal and Photovoltaic,75.1,2.3,8.9,90.7,11.89,9.87,7.9
2014,FL,Wood and Wood Derived Fuels,491.1,2.3,8.9,90.7,11.89,9.87,7.9
2014,GA,Coal,13444.199999999999,6.8,22.1,79.3,11.65,10.36,6.64
2014,GA,Hydroelectric,1926.8,6.8,22.1,79.3,11.65,10.36,6.64
2014,GA,Natural Gas,17922.1,6.8,22.1,79.3,11.65,10.36,6.64
2014,GA,Nuclear,4041.8,6.8,22.1,79.3,11.65,10.36,6.64
2014,GA,Other,45.0,6.8,22.1,79.3,11.65,10.36,6.64
2014,GA,Other Biomass,37.699999999999996,6.8,22.1,79.3,11.65,10.36,6.64
2014,GA,Petroleum,1374.0,6.8,22.1,79.3,11.65,10.36,6.64
2014,GA,Pumped Storage,1634.6,6.8,22.1,79.3,11.65,10.36,6.64
2014,GA,Solar Thermal and Photovoltaic,68.6,6.8,22.1,79.3,11.65,10.36,6.64
2014,GA,Wood and Wood Derived Fuels,777.6,6.8,22.1,79.3,11.65,10.36,6.64
2014,HI,Coal,203.0,19.6,12.8,78.4,37.04,34.21,30.22
2014,HI,Geothermal,51.0,19.6,12.8,78.4,37.04,34.21,30.22
2014,HI,Hydroelectric,26.2,19.6,12.8,78.4,37.04,34.21,30.22
2014,HI,Other,60.1,19.6,12.8,78.4,37.04,34.21,30.22
2014,HI,Other Biomass,256.4,19.6,12.8,78.4,37.04,34.21,30.22
2014,HI,Other Gases,6.0,19.6,12.8,78.4,37.04,34.21,30.22
2014,HI,Petroleum,2076.5,19.6,12.8,78.4,37.04,34.21,30.22
2014,HI,Solar Thermal and Photovoltaic,32.2,19.6,12.8,78.4,37.04,34.21,30.22
2014,HI,Wind,205.6,19.6,12.8,78.4,37.04,34.21,30.22
2014,IA,Coal,7133.1,32.7,18.2,63.3,11.16,8.67,5.71
2014,IA,Hydroelectric,129.2,32.7,18.2,63.3,11.16,8.67,5.71
2014,IA,Natural Gas,2965.6000000000004,32.7,18.2,63.3,11.16,8.67,5.71
2014,IA,Nuclear,679.5,32.7,18.2,63.3,11.16,8.67,5.71
2014,IA,Other,22.5,32.7,18.2,63.3,11.16,8.67,5.71
2014,IA,Other Biomass,20.4,32.7,18.2,63.3,11.16,8.67,5.71
2014,IA,Petroleum,1166.5,32.7,18.2,63.3,11.16,8.67,5.71
2014,IA,Wind,5667.2,32.7,18.2,63.3,11.16,8.67,5.71
2014,ID,Coal,18.9,73.7,30.0,26.0,9.72,7.78,6.4
2014,ID,Geothermal,18.0,73.7,30.0,26.0,9.72,7.78,6.4
2014,ID,Hydroelectric,2541.2999999999997,73.7,30.0,26.0,9.72,7.78,6.4
2014,ID,Natural Gas,1270.9,73.7,30.0,26.0,9.72,7.78,6.4
2014,ID,Other,15.9,73.7,30.0,26.0,9.72,7.78,6.4
2014,ID,Other Biomass,35.300000000000004,73.7,30.0,26.0,9.72,7.78,6.4
2014,ID,Petroleum,5.0,73.7,30.0,26.0,9.72,7.78,6.4
2014,ID,Wind,966.6,73.7,30.0,26.0,9.72,7.78,6.4
2014,ID,Wood and Wood Derived Fuels,106.2,73.7,30.0,26.0,9.72,7.78,6.4
2014,IL,Coal,16984.600000000002,7.4,85.3,68.0,11.91,9.26,6.85
2014,IL,Hydroelectric,39.7,7.4,85.3,68.0,11.91,9.26,6.85
2014,IL,Natural Gas,16512.8,7.4,85.3,68.0,11.91,9.26,6.85
2014,IL,Nuclear,12415.1,7.4,85.3,68.0,11.91,9.26,6.85
2014,IL,Other,4.5,7.4,85.3,68.0,11.91,9.26,6.85
2014,IL,Other Biomass,142.0,7.4,85.3,68.0,11.91,9.26,6.85
2014,IL,Other Gases,117.7,7.4,85.3,68.0,11.91,9.26,6.85
2014,IL,Petroleum,807.1,7.4,85.3,68.0,11.91,9.26,6.85
2014,IL,Solar Thermal and Photovoltaic,31.900000000000002,7.4,85.3,68.0,11.91,9.26,6.85
2014,IL,Wind,3551.5,7.4,85.3,68.0,11.91,9.26,6.85
2014,IN,Coal,20847.600000000002,6.4,6.7,93.3,11.46,9.96,6.97
2014,IN,Hydroelectric,92.1,6.4,6.7,93.3,11.46,9.96,6.97
2014,IN,Natural Gas,6835.6,6.4,6.7,93.3,11.46,9.96,6.97
2014,IN,Other,94.6,6.4,6.7,93.3,11.46,9.96,6.97
2014,IN,Other Biomass,79.9,6.4,6.7,93.3,11.46,9.96,6.97
2014,IN,Other Gases,696.2,6.4,6.7,93.3,11.46,9.96,6.97
2014,IN,Petroleum,597.4999999999999,6.4,6.7,93.3,11.46,9.96,6.97
2014,IN,Solar Thermal and Photovoltaic,91.0,6.4,6.7,93.3,11.46,9.96,6.97
2014,IN,Wind,1739.7,6.4,6.7,93.3,11.46,9.96,6.97
2014,KS,Coal,5384.8,19.6,17.5,72.1,12.17,10.13,7.8
2014,KS,Hydroelectric,7.0,19.6,17.5,72.1,12.17,10.13,7.8
2014,KS,Natural Gas,5043.2,19.6,17.5,72.1,12.17,10.13,7.8
2014,KS,Nuclear,1267.7,19.6,17.5,72.1,12.17,10.13,7.8
2014,KS,Other,2.0,19.6,17.5,72.1,12.17,10.13,7.8
2014,KS,Other Biomass,31.099999999999998,19.6,17.5,72.1,12.17,10.13,7.8
2014,KS,Petroleum,628.5,19.6,17.5,72.1,12.17,10.13,7.8
2014,KS,Wind,2968.7,19.6,17.5,72.1,12.17,10.13,7.8
2014,KY,Coal,17645.0,3.7,7.2,96.3,10.16,9.44,5.68
2014,KY,Hydroelectric,804.1,3.7,7.2,96.3,10.16,9.44,5.68
2014,KY,Natural Gas,6239.4,3.7,7.2,96.3,10.16,9.44,5.68
2014,KY,Other Biomass,18.8,3.7,7.2,96.3,10.16,9.44,5.68
2014,KY,Petroleum,11.5,3.7,7.2,96.3,10.16,9.44,5.68
2014,KY,Wood and Wood Derived Fuels,93.0,3.7,7.2,96.3,10.16,9.44,5.68
2014,LA,Coal,3796.2,2.3,10.4,89.4,9.57,9.1,6.05
2014,LA,Hydroelectric,192.0,2.3,10.4,89.4,9.57,9.1,6.05
2014,LA,Natural Gas,22933.800000000003,2.3,10.4,89.4,9.57,9.1,6.05
2014,LA,Nuclear,2235.7,2.3,10.4,89.4,9.57,9.1,6.05
2014,LA,Other,348.9,2.3,10.4,89.4,9.57,9.1,6.05
2014,LA,Other Biomass,15.1,2.3,10.4,89.4,9.57,9.1,6.05
2014,LA,Other Gases,75.0,2.3,10.4,89.4,9.57,9.1,6.05
2014,LA,Petroleum,1050.6,2.3,10.4,89.4,9.57,9.1,6.05
2014,LA,Wood and Wood Derived Fuels,501.4,2.3,10.4,89.4,9.57,9.1,6.05
2014,MA,Coal,1130.3,6.9,85.0,78.0,17.39,14.68,12.74
2014,MA,Hydroelectric,268.9,6.9,85.0,78.0,17.39,14.68,12.74
2014,MA,Natural Gas,7400.299999999999,6.9,85.0,78.0,17.39,14.68,12.74
2014,MA,Nuclear,670.0,6.9,85.0,78.0,17.39,14.68,12.74
2014,MA,Other,3.0,6.9,85.0,78.0,17.39,14.68,12.74
2014,MA,Other Biomass,340.3,6.9,85.0,78.0,17.39,14.68,12.74
2014,MA,Petroleum,2847.7000000000003,6.9,85.0,78.0,17.39,14.68,12.74
2014,MA,Pumped Storage,1540.0,6.9,85.0,78.0,17.39,14.68,12.74
2014,MA,Solar Thermal and Photovoltaic,290.6,6.9,85.0,78.0,17.39,14.68,12.74
2014,MA,Wind,84.4,6.9,85.0,78.0,17.39,14.68,12.74
2014,MA,Wood and Wood Derived Fuels,18.0,6.9,85.0,78.0,17.39,14.68,12.74
2014,MD,Coal,5139.2,6.9,92.8,79.6,13.63,11.15,9.04
2014,MD,Hydroelectric,550.8,6.9,92.8,79.6,13.63,11.15,9.04
2014,MD,Natural Gas,2363.1,6.9,92.8,79.6,13.63,11.15,9.04
2014,MD,Nuclear,1828.7,6.9,92.8,79.6,13.63,11.15,9.04
2014,MD,Other Biomass,159.60000000000002,6.9,92.8,79.6,13.63,11.15,9.04
2014,MD,Petroleum,3310.1,6.9,92.8,79.6,13.63,11.15,9.04
2014,MD,Solar Thermal and Photovoltaic,67.0,6.9,92.8,79.6,13.63,11.15,9.04
2014,MD,Wind,160.0,6.9,92.8,79.6,13.63,11.15,9.04
2014,MD,Wood and Wood Derived Fuels,3.8,6.9,92.8,79.6,13.63,11.15,9.04
2014,ME,Coal,102.6,38.8,75.9,60.7,15.27,12.7,8.95
2014,ME,Hydroelectric,723.1,38.8,75.9,60.7,15.27,12.7,8.95
2014,ME,Natural Gas,1857.2999999999997,38.8,75.9,60.7,15.27,12.7,8.95
2014,ME,Other,22.0,38.8,75.9,60.7,15.27,12.7,8.95
2014,ME,Other Biomass,50.1,38.8,75.9,60.7,15.27,12.7,8.95
2014,ME,Petroleum,938.1,38.8,75.9,60.7,15.27,12.7,8.95
2014,ME,Wind,430.6,38.8,75.9,60.7,15.27,12.7,8.95
2014,ME,Wood and Wood Derived Fuels,648.8,38.8,75.9,60.7,15.27,12.7,8.95
2014,MI,Coal,12084.1,7.1,15.7,74.1,14.46,10.87,7.68
2014,MI,Hydroelectric,366.1,7.1,15.7,74.1,14.46,10.87,7.68
2014,MI,Natural Gas,12094.7,7.1,15.7,74.1,14.46,10.87,7.68
2014,MI,Nuclear,4314.1,7.1,15.7,74.1,14.46,10.87,7.68
2014,MI,Other,0.9,7.1,15.7,74.1,14.46,10.87,7.68
2014,MI,Other Biomass,233.10000000000002,7.1,15.7,74.1,14.46,10.87,7.68
2014,MI,Petroleum,675.3000000000001,7.1,15.7,74.1,14.46,10.87,7.68
2014,MI,Pumped Storage,1978.8,7.1,15.7,74.1,14.46,10.87,7.68
2014,MI,Wind,1529.5,7.1,15.7,74.1,14.46,10.87,7.68
2014,MI,Wood and Wood Derived Fuels,252.2,7.1,15.7,74.1,14.46,10.87,7.68
2014,MN,Coal,5257.7,21.4,20.2,67.9,12.01,9.85,6.72
2014,MN,Hydroelectric,215.3,21.4,20.2,67.9,12.01,9.85,6.72
2014,MN,Natural Gas,5834.3,21.4,20.2,67.9,12.01,9.85,6.72
2014,MN,Nuclear,1871.2,21.4,20.2,67.9,12.01,9.85,6.72
2014,MN,Other,23.2,21.4,20.2,67.9,12.01,9.85,6.72
2014,MN,Other Biomass,274.7,21.4,20.2,67.9,12.01,9.85,6.72
2014,MN,Petroleum,925.9,21.4,20.2,67.9,12.01,9.85,6.72
2014,MN,Solar Thermal and Photovoltaic,1.7,21.4,20.2,67.9,12.01,9.85,6.72
2014,MN,Wind,3049.5,21.4,20.2,67.9,12.01,9.85,6.72
2014,MN,Wood and Wood Derived Fuels,253.8,21.4,20.2,67.9,12.01,9.85,6.72
2014,MO,Coal,13133.7,4.1,4.6,88.2,10.64,8.9,6.36
2014,MO,Hydroelectric,506.0,4.1,4.6,88.2,10.64,8.9,6.36
2014,MO,Natural Gas,6562.0,4.1,4.6,88.2,10.64,8.9,6.36
2014,MO,Nuclear,1235.8,4.1,4.6,88.2,10.64,8.9,6.36
2014,MO,Other,1.0,4.1,4.6,88.2,10.64,8.9,6.36
2014,MO,Other Biomass,17.2,4.1,4.6,88.2,10.64,8.9,6.36
2014,MO,Petroleum,1349.0,4.1,4.6,88.2,10.64,8.9,6.36
2014,MO,Pumped Storage,600.4,4.1,4.6,88.2,10.64,8.9,6.36
2014,MO,Solar Thermal and Photovoltaic,7.7,4.1,4.6,88.2,10.64,8.9,6.36
2014,MO,Wind,458.5,4.1,4.6,88.2,10.64,8.9,6.36
2014,MS,Coal,2887.5,1.6,14.7,89.5,11.32,10.76,6.6
2014,MS,Natural Gas,13482.300000000001,1.6,14.7,89.5,11.32,10.76,6.6
2014,MS,Nuclear,1440.0,1.6,14.7,89.5,11.32,10.76,6.6
2014,MS,Other,199.7,1.6,14.7,89.5,11.32,10.76,6.6
2014,MS,Other Biomass,1.6,1.6,14.7,89.5,11.32,10.76,6.6
2014,MS,Petroleum,48.0,1.6,14.7,89.5,11.32,10.76,6.6
2014,MS,Wood and Wood Derived Fuels,294.3,1.6,14.7,89.5,11.32,10.76,6.6
2014,MT,Coal,2660.6,50.0,50.9,49.1,10.18,9.64,5.49
2014,MT,Hydroelectric,2627.5,50.0,50.9,49.1,10.18,9.64,5.49
2014,MT,Natural Gas,498.59999999999997,50.0,50.9,49.1,10.18,9.64,5.49
2014,MT,Other,60.0,50.0,50.9,49.1,10.18,9.64,5.49
2014,MT,Other Gases,1.6,50.0,50.9,49.1,10.18,9.64,5.49
2014,MT,Petroleum,68.0,50.0,50.9,49.1,10.18,9.64,5.49
2014,MT,Wind,662.3,50.0,50.9,49.1,10.18,9.64,5.49
2014,MT,Wood and Wood Derived Fuels,3.8,50.0,50.9,49.1,10.18,9.64,5.49
2014,NC,Coal,11004.0,9.8,8.4,73.4,11.1,8.75,6.5
2014,NC,Hydroelectric,1890.3999999999999,9.8,8.4,73.4,11.1,8.75,6.5
2014,NC,Natural Gas,12713.1,9.8,8.4,73.4,11.1,8.75,6.5
2014,NC,Nuclear,5394.7,9.8,8.4,73.4,11.1,8.75,6.5
2014,NC,Other,52.9,9.8,8.4,73.4,11.1,8.75,6.5
2014,NC,Other Biomass,87.6,9.8,8.4,73.4,11.1,8.75,6.5
2014,NC,Petroleum,504.2,9.8,8.4,73.4,11.1,8.75,6.5
2014,NC,Pumped Storage,95.0,9.8,8.4,73.4,11.1,8.75,6.5
2014,NC,Solar Thermal and Photovoltaic,681.4000000000001,9.8,8.4,73.4,11.1,8.75,6.5
2014,NC,Wood and Wood Derived Fuels,579.4,9.8,8.4,73.4,11.1,8.75,6.5
2014,ND,Coal,4350.1,33.8,17.2,66.2,9.15,8.79,7.62
2014,ND,Hydroelectric,614.0,33.8,17.2,66.2,9.15,8.79,7.62
2014,ND,Natural Gas,330.0,33.8,17.2,66.2,9.15,8.79,7.62
2014,ND,Other,5.3,33.8,17.2,66.2,9.15,8.79,7.62
2014,ND,Other Biomass,9.8,33.8,17.2,66.2,9.15,8.79,7.62
2014,ND,Other Gases,7.5,33.8,17.2,66.2,9.15,8.79,7.62
2014,ND,Petroleum,68.5,33.8,17.2,66.2,9.15,8.79,7.62
2014,ND,Wind,1802.4,33.8,17.2,66.2,9.15,8.79,7.62
2014,NE,Coal,4274.0,12.6,8.0,73.3,10.4,8.73,7.47
2014,NE,Hydroelectric,332.3,12.6,8.0,73.3,10.4,8.73,7.47
2014,NE,Natural Gas,2114.8,12.6,8.0,73.3,10.4,8.73,7.47
2014,NE,Nuclear,1303.0,12.6,8.0,73.3,10.4,8.73,7.47
2014,NE,Other Biomass,15.7,12.6,8.0,73.3,10.4,8.73,7.47
2014,NE,Petroleum,361.2,12.6,8.0,73.3,10.4,8.73,7.47
2014,NE,Wind,811.7,12.6,8.0,73.3,10.4,8.73,7.47
2014,NH,Coal,559.2,19.4,73.8,53.7,17.53,14.34,11.93
2014,NH,Hydroelectric,448.3,19.4,73.8,53.7,17.53,14.34,11.93
2014,NH,Natural Gas,1400.5,19.4,73.8,53.7,17.53,14.34,11.93
2014,NH,Nuclear,1242.0,19.4,73.8,53.7,17.53,14.34,11.93
2014,NH,Other Biomass,36.4,19.4,73.8,53.7,17.53,14.34,11.93
2014,NH,Petroleum,524.6999999999999,19.4,73.8,53.7,17.53,14.34,11.93
2014,NH,Wind,171.0,19.4,73.8,53.7,17.53,14.34,11.93
2014,NH,Wood and Wood Derived Fuels,243.4,19.4,73.8,53.7,17.53,14.34,11.93
2014,NJ,Coal,2003.0,3.2,86.7,74.7,15.78,13.15,11.38
2014,NJ,Hydroelectric,14.7,3.2,86.7,74.7,15.78,13.15,11.38
2014,NJ,Natural Gas,12514.1,3.2,86.7,74.7,15.78,13.15,11.38
2014,NJ,Nuclear,4180.7,3.2,86.7,74.7,15.78,13.15,11.38
2014,NJ,Other,11.2,3.2,86.7,74.7,15.78,13.15,11.38
2014,NJ,Other Biomass,266.29999999999995,3.2,86.7,74.7,15.78,13.15,11.38
2014,NJ,Petroleum,1186.6,3.2,86.7,74.7,15.78,13.15,11.38
2014,NJ,Pumped Storage,453.0,3.2,86.7,74.7,15.78,13.15,11.38
2014,NJ,Solar Thermal and Photovoltaic,392.4,3.2,86.7,74.7,15.78,13.15,11.38
2014,NJ,Wind,9.0,3.2,86.7,74.7,15.78,13.15,11.38
2014,NM,Coal,3741.2,13.1,20.9,86.9,12.28,10.27,6.61
2014,NM,Geothermal,4.0,13.1,20.9,86.9,12.28,10.27,6.61
2014,NM,Hydroelectric,81.7,13.1,20.9,86.9,12.28,10.27,6.61
2014,NM,Natural Gas,3841.5,13.1,20.9,86.9,12.28,10.27,6.61
2014,NM,Other,2.6,13.1,20.9,86.9,12.28,10.27,6.61
2014,NM,Other Biomass,2.2,13.1,20.9,86.9,12.28,10.27,6.61
2014,NM,Petroleum,76.8,13.1,20.9,86.9,12.28,10.27,6.61
2014,NM,Solar Thermal and Photovoltaic,250.7,13.1,20.9,86.9,12.28,10.27,6.61
2014,NM,Wind,812.3,13.1,20.9,86.9,12.28,10.27,6.61
2014,NV,Coal,1103.8,20.1,15.5,79.9,12.93,9.47,7.12
2014,NV,Geothermal,626.3,20.1,15.5,79.9,12.93,9.47,7.12
2014,NV,Hydroelectric,1052.2,20.1,15.5,79.9,12.93,9.47,7.12
2014,NV,Natural Gas,8625.199999999999,20.1,15.5,79.9,12.93,9.47,7.12
2014,NV,Other Biomass,3.2,20.1,15.5,79.9,12.93,9.47,7.12
2014,NV,Petroleum,6.0,20.1,15.5,79.9,12.93,9.47,7.12
2014,NV,Solar Thermal and Photovoltaic,617.5,20.1,15.5,79.9,12.93,9.47,7.12
2014,NV,Wind,150.0,20.1,15.5,79.9,12.93,9.47,7.12
2014,NY,Coal,2633.7000000000003,16.3,64.6,67.7,20.07,16.12,6.58
2014,NY,Hydroelectric,4671.7,16.3,64.6,67.7,20.07,16.12,6.58
2014,NY,Natural Gas,22436.2,16.3,64.6,67.7,20.07,16.12,6.58
2014,NY,Nuclear,5708.1,16.3,64.6,67.7,20.07,16.12,6.58
2014,NY,Other,20.0,16.3,64.6,67.7,20.07,16.12,6.58
2014,NY,Other Biomass,430.7,16.3,64.6,67.7,20.07,16.12,6.58
2014,NY,Petroleum,4380.8,16.3,64.6,67.7,20.07,16.12,6.58
2014,NY,Pumped Storage,1240.0,16.3,64.6,67.7,20.07,16.12,6.58
2014,NY,Solar Thermal and Photovoltaic,53.2,16.3,64.6,67.7,20.07,16.12,6.58
2014,NY,Wind,1751.1000000000001,16.3,64.6,67.7,20.07,16.12,6.58
2014,NY,Wood and Wood Derived Fuels,181.3,16.3,64.6,67.7,20.07,16.12,6.58
2014,OH,Coal,19400.6,2.3,62.8,91.2,12.5,9.83,6.77
2014,OH,Hydroelectric,128.6,2.3,62.8,91.2,12.5,9.83,6.77
2014,OH,Natural Gas,10943.699999999999,2.3,62.8,91.2,12.5,9.83,6.77
2014,OH,Nuclear,2236.8,2.3,62.8,91.2,12.5,9.83,6.77
2014,OH,Other,24.0,2.3,62.8,91.2,12.5,9.83,6.77
2014,OH,Other Biomass,100.4,2.3,62.8,91.2,12.5,9.83,6.77
2014,OH,Other Gases,254.5,2.3,62.8,91.2,12.5,9.83,6.77
2014,OH,Petroleum,888.3,2.3,62.8,91.2,12.5,9.83,6.77
2014,OH,Solar Thermal and Photovoltaic,36.7,2.3,62.8,91.2,12.5,9.83,6.77
2014,OH,Wind,424.09999999999997,2.3,62.8,91.2,12.5,9.83,6.77
2014,OH,Wood and Wood Derived Fuels,97.0,2.3,62.8,91.2,12.5,9.83,6.77
2014,OK,Coal,5844.0,18.1,26.4,80.8,10.03,8.09,5.85
2014,OK,Hydroelectric,809.3,18.1,26.4,80.8,10.03,8.09,5.85
2014,OK,Natural Gas,14982.800000000001,18.1,26.4,80.8,10.03,8.09,5.85
2014,OK,Other Biomass,20.0,18.1,26.4,80.8,10.03,8.09,5.85
2014,OK,Petroleum,80.3,18.1,26.4,80.8,10.03,8.09,5.85
2014,OK,Pumped Storage,288.0,18.1,26.4,80.8,10.03,8.09,5.85
2014,OK,Wind,3779.5,18.1,26.4,80.8,10.03,8.09,5.85
2014,OK,Wood and Wood Derived Fuels,68.0,18.1,26.4,80.8,10.03,8.09,5.85
2014,OR,Coal,642.2,73.0,21.9,27.0,10.47,8.75,5.97
2014,OR,Geothermal,33.0,73.0,21.9,27.0,10.47,8.75,5.97
2014,OR,Hydroelectric,8448.4,73.0,21.9,27.0,10.47,8.75,5.97
2014,OR,Natural Gas,3811.9,73.0,21.9,27.0,10.47,8.75,5.97
2014,OR,Other Biomass,56.5,73.0,21.9,27.0,10.47,8.75,5.97
2014,OR,Solar Thermal and Photovoltaic,13.899999999999999,73.0,21.9,27.0,10.47,8.75,5.97
2014,OR,Wind,3158.3999999999996,73.0,21.9,27.0,10.47,8.75,5.97
