Year,State,Sector,Price,Customers,Sales,Revenue,Use_per_Customer,Total_Summer_Capacity,IPP_Capacity,Utility_Capacity,Renewable_Capacity,IPP_Share,Renewable_Share,Fossil_Capacity,Fossil_Share
2015,ME,Transportation,0.0,0,0,0,,18460.0,7187.0,4.0,2760.6,0.7786565547128927,0.14954496208017334,4885.0,0.26462621885157095
2015,MI,Commercial,10.55,532858,38440734,4057255,72.14067162358452,120250.0,6634.0,46773.8,3400.2,0.11033679833679834,0.028276091476091475,43237.0,0.35955925155925156
2015,MI,Industrial,7.02,6041,30677019,2154662,5078.135904651548,120250.0,6634.0,46773.8,3400.2,0.11033679833679834,0.028276091476091475,43237.0,0.35955925155925156
2015,MI,Residential,14.42,4282858,33357876,4810815,7.788695305798138,120250.0,6634.0,46773.8,3400.2,0.11033679833679834,0.028276091476091475,43237.0,0.35955925155925156
2015,MI,Transportation,11.44,1,4292,491,4292.0,120250.0,6634.0,46773.8,3400.2,0.11033679833679834,0.028276091476091475,43237.0,0.35955925155925156
2015,MN,Commercial,9.44,289044,23388015,2207024,80.91506829410055,62972.0,6633.2,23329.4,7120.799999999999,0.21067140951534014,0.11307882868576509,20321.2,0.3227021533379915
2015,MN,Industrial,7.02,9812,21453040,1506272,2186.4084794129635,62972.0,6633.2,23329.4,7120.799999999999,0.21067140951534014,0.11307882868576509,20321.2,0.3227021533379915
2015,MN,Residential,12.12,2374674,21713970,2630742,9.143979342006524,62972.0,6633.2,23329.4,7120.799999999999,0.21067140951534014,0.11307882868576509,20321.2,0.3227021533379915
2015,MN,Transportation,9.5,1,24209,2300,24209.0,62972.0,6633.2,23329.4,7120.799999999999,0.21067140951534014,0.11307882868576509,20321.2,0.3227021533379915
2015,MO,Commercial,9.16,373622,30535443,2797527,81.72817178859917,87055.2,2189.8,41016.0,940.0,0.050308310129664864,0.01079774671702552,37767.200000000004,0.4338304891609003
2015,MO,Industrial,6.44,10218,17036256,1096388,1667.2789195537287,87055.2,2189.8,41016.0,940.0,0.050308310129664864,0.01079774671702552,37767.200000000004,0.4338304891609003
2015,MO,Residential,11.21,2734553,33911760,3799962,12.401207802518364,87055.2,2189.8,41016.0,940.0,0.050308310129664864,0.01079774671702552,37767.200000000004,0.4338304891609003
2015,MO,Transportation,8.36,1,20622,1724,20622.0,87055.2,2189.8,41016.0,940.0,0.050308310129664864,0.01079774671702552,37767.200000000004,0.4338304891609003
2015,MS,Commercial,10.55,231388,14391682,1517771,62.19718395076668,64338.0,3165.2,28395.4,546.2,0.09839286269389784,0.00848953961888775,28814.8,0.4478659579097889
2015,MS,Industrial,6.56,10860,15738746,1032686,1449.2399631675876,64338.0,3165.2,28395.4,546.2,0.09839286269389784,0.00848953961888775,28814.8,0.4478659579097889
2015,MS,Residential,11.27,1270397,18561101,2092177,14.610472946645812,64338.0,3165.2,28395.4,546.2,0.09839286269389784,0.00848953961888775,28814.8,0.4478659579097889
2015,MS,Transportation,0.0,0,0,0,,64338.0,3165.2,28395.4,546.2,0.09839286269389784,0.00848953961888775,28814.8,0.4478659579097889
2015,MT,Commercial,10.23,104325,4894095,500514,46.912005751258086,24721.2,5903.4,6336.2,1313.0,0.47759817484588124,0.05311230846399042,5441.4,0.2201106742391146
2015,MT,Industrial,5.32,9710,4487603,238769,462.1630278063852,24721.2,5903.4,6336.2,1313.0,0.47759817484588124,0.05311230846399042,5441.4,0.2201106742391146
2015,MT,Residential,10.88,491422,4825213,525004,9.81887868268006,24721.2,5903.4,6336.2,1313.0,0.47759817484588124,0.05311230846399042,5441.4,0.2201106742391146
2015,MT,Transportation,0.0,0,0,0,,24721.2,5903.4,6336.2,1313.0,0.47759817484588124,0.05311230846399042,5441.4,0.2201106742391146
2015,NC,Commercial,8.73,665198,48236147,4210468,72.51396877320738,125241.2,6352.8,54063.4,3676.3999999999996,0.10144904392484264,0.02935455744595229,44042.6,0.35166223255605983
2015,NC,Industrial,6.51,10284,27701168,1804121,2693.618047452353,125241.2,6352.8,54063.4,3676.3999999999996,0.10144904392484264,0.02935455744595229,44042.6,0.35166223255605983
2015,NC,Residential,11.28,4336698,57901557,6531847,13.351530819070177,125241.2,6352.8,54063.4,3676.3999999999996,0.10144904392484264,0.02935455744595229,44042.6,0.35166223255605983
2015,NC,Transportation,7.9,1,8651,684,8651.0,125241.2,6352.8,54063.4,3676.3999999999996,0.10144904392484264,0.02935455744595229,44042.6,0.35166223255605983
2015,ND,Commercial,8.83,71210,6278868,554633,88.17396433085241,29449.2,2465.6,12177.0,4443.4,0.16744767260231178,0.15088355541067328,9214.199999999999,0.31288456053135566
2015,ND,Industrial,8.07,8158,6987538,563700,856.5258641823976,29449.2,2465.6,12177.0,4443.4,0.16744767260231178,0.15088355541067328,9214.199999999999,0.31288456053135566
2015,ND,Residential,9.62,371501,4862542,467895,13.088906893924916,29449.2,2465.6,12177.0,4443.4,0.16744767260231178,0.15088355541067328,9214.199999999999,0.31288456053135566
2015,ND,Transportation,0.0,0,0,0,,29449.2,2465.6,12177.0,4443.4,0.16744767260231178,0.15088355541067328,9214.199999999999,0.31288456053135566
2015,NE,Commercial,8.67,149820,9307834,807429,62.12677880122814,34632.4,1628.0,15531.4,1770.6,0.09401600813111421,0.05112553562559915,12474.199999999999,0.3601887250089511
2015,NE,Industrial,7.59,60556,10655107,808820,175.9546040029064,34632.4,1628.0,15531.4,1770.6,0.09401600813111421,0.05112553562559915,12474.199999999999,0.3601887250089511
2015,NE,Residential,10.6,825940,9532132,1010527,11.540949705789767,34632.4,1628.0,15531.4,1770.6,0.09401600813111421,0.05112553562559915,12474.199999999999,0.3601887250089511
2015,NE,Transportation,0.0,0,0,0,,34632.4,1628.0,15531.4,1770.6,0.09401600813111421,0.05112553562559915,12474.199999999999,0.3601887250089511
2015,NH,Commercial,14.96,105833,4491173,672092,42.436413972957396,17750.8,6575.6,2242.6,761.8,0.7408792843139465,0.04291637559997296,4541.8,0.255864524415801
2015,NH,Industrial,12.74,3277,1981028,252331,604.5248703082087,17750.8,6575.6,2242.6,761.8,0.7408792843139465,0.04291637559997296,4541.8,0.255864524415801
2015,NH,Residential,18.5,607465,4526948,837549,7.452195599746488,17750.8,6575.6,2242.6,761.8,0.7408792843139465,0.04291637559997296,4541.8,0.255864524415801
2015,NH,Transportation,0.0,0,0,0,,17750.8,6575.6,2242.6,761.8,0.7408792843139465,0.04291637559997296,4541.8,0.255864524415801
2015,NJ,Commercial,12.79,512894,38722730,4952384,75.49850456429594,75068.8,32517.399999999998,1253.2,902.4000000000001,0.8663359478238628,0.012020972760987255,27024.199999999997,0.3599924336075706
2015,NJ,Industrial,10.64,12191,7320398,778985,600.475596751702,75068.8,32517.399999999998,1253.2,902.4000000000001,0.8663359478238628,0.012020972760987255,27024.199999999997,0.3599924336075706
2015,NJ,Residential,15.81,3489111,29142283,4607270,8.352351931480541,75068.8,32517.399999999998,1253.2,902.4000000000001,0.8663359478238628,0.012020972760987255,27024.199999999997,0.3599924336075706
2015,NJ,Transportation,10.25,6,304212,31193,50702.0,75068.8,32517.399999999998,1253.2,902.4000000000001,0.8663359478238628,0.012020972760987255,27024.199999999997,0.3599924336075706
2015,NM,Commercial,10.3,142031,8877046,914719,62.50076391773627,33615.6,3924.2,12385.6,2758.5999999999995,0.23347493425671415,0.08206308975594663,13873.8,0.41271909470602935
2015,NM,Industrial,6.33,9348,7574783,479753,810.3105477107403,33615.6,3924.2,12385.6,2758.5999999999995,0.23347493425671415,0.08206308975594663,13873.8,0.41271909470602935
2015,NM,Residential,12.47,871047,6641724,828169,7.624989237090536,33615.6,3924.2,12385.6,2758.5999999999995,0.23347493425671415,0.08206308975594663,13873.8,0.41271909470602935
2015,NM,Transportation,0.0,0,0,0,,33615.6,3924.2,12385.6,2758.5999999999995,0.23347493425671415,0.08206308975594663,13873.8,0.41271909470602935
2015,NV,Commercial,9.25,160492,9613997,889432,59.90327866809561,43512.8,3897.2,16985.8,3129.8,0.1791289000018385,0.07192826019010498,16517.4,0.3795986468349543
2015,NV,Industrial,6.75,3682,14058811,948626,3818.253938077132,43512.8,3897.2,16985.8,3129.8,0.1791289000018385,0.07192826019010498,16517.4,0.3795986468349543
2015,NV,Residential,12.76,1126220,12338538,1574103,10.955708476141428,43512.8,3897.2,16985.8,3129.8,0.1791289000018385,0.07192826019010498,16517.4,0.3795986468349543
2015,NV,Transportation,9.11,1,8344,760,8344.0,43512.8,3897.2,16985.8,3129.8,0.1791289000018385,0.07192826019010498,16517.4,0.3795986468349543
2015,NY,Commercial,15.31,1055136,77005625,11785740,72.981705675856,160994.8,51226.6,21979.2,4050.3999999999996,0.6363758332567263,0.025158576550298517,52620.2,0.3268440968279721
2015,NY,Industrial,6.31,7630,18079200,1140573,2369.4888597640893,160994.8,51226.6,21979.2,4050.3999999999996,0.6363758332567263,0.025158576550298517,52620.2,0.3268440968279721
2015,NY,Residential,18.54,7079097,51012745,9456188,7.206109055999656,160994.8,51226.6,21979.2,4050.3999999999996,0.6363758332567263,0.025158576550298517,52620.2,0.3268440968279721
2015,NY,Transportation,12.95,7,2816085,364797,402297.85714285716,160994.8,51226.6,21979.2,4050.3999999999996,0.6363758332567263,0.025158576550298517,52620.2,0.3268440968279721
2015,OH,Commercial,10.07,620810,47123923,4743183,75.90715838984552,114844.4,40425.8,16226.8,1034.4,0.7040099473722707,0.009006969429941732,51295.8,0.44665477811717424
2015,OH,Industrial,7.02,19151,50556675,3548736,2639.8973943919377,114844.4,40425.8,16226.8,1034.4,0.7040099473722707,0.009006969429941732,51295.8,0.44665477811717424
2015,OH,Residential,12.8,4892916,51492954,6590569,10.5239807918223,114844.4,40425.8,16226.8,1034.4,0.7040099473722707,0.009006969429941732,51295.8,0.44665477811717424
2015,OH,Transportation,7.69,2,39672,3049,19836.0,114844.4,40425.8,16226.8,1034.4,0.7040099473722707,0.009006969429941732,51295.8,0.44665477811717424
2015,OK,Commercial,7.68,277386,20691105,1588067,74.5931842270338,99340.4,15207.6,33191.8,10123.4,0.3061715072618995,0.10190617311788558,37270.8,0.3751827051229913
2015,OK,Industrial,5.35,18688,18029456,964329,964.7611301369863,99340.4,15207.6,33191.8,10123.4,0.3061715072618995,0.10190617311788558,37270.8,0.3751827051229913
2015,OK,Residential,10.14,1723938,22615824,2293592,13.118699164355098,99340.4,15207.6,33191.8,10123.4,0.3061715072618995,0.10190617311788558,37270.8,0.3751827051229913
2015,OK,Transportation,0.0,0,0,0,,99340.4,15207.6,33191.8,10123.4,0.3061715072618995,0.10190617311788558,37270.8,0.3751827051229913
2015,OR,Commercial,8.8,229116,16021066,1410427,69.92556608879345,63662.0,6996.6,22401.2,6938.599999999999,0.21980459300681726,0.10899123495963053,7719.6,0.12125914988533192
2015,OR,Industrial,5.97,25242,12949776,773009,513.0249584026623,63662.0,6996.6,22401.2,6938.599999999999,0.21980459300681726,0.10899123495963053,7719.6,0.12125914988533192
2015,OR,Residential,10.66,1686973,18269007,1948315,10.82946022254061,63662.0,6996.6,22401.2,6938.599999999999,0.21980459300681726,0.10899123495963053,7719.6,0.12125914988533192
2015,OR,Transportation,9.14,2,24125,2205,12062.5,63662.0,6996.6,22401.2,6938.599999999999,0.21980459300681726,0.10899123495963053,7719.6,0.12125914988533192
2015,PA,Commercial,9.6,690881,43745173,4199202,63.31795634848838,169376.8,80087.0,77.4,2994.2000000000003,0.945666702877844,0.017677745712517894,56138.4,0.33144090572026397
2015,PA,Industrial,7.2,23731,47404272,3411815,1997.5674012894526,169376.8,80087.0,77.4,2994.2000000000003,0.945666702877844,0.017677745712517894,56138.4,0.33144090572026397
2015,PA,Residential,13.64,5304279,54418663,7423145,10.259389259124568,169376.8,80087.0,77.4,2994.2000000000003,0.945666702877844,0.017677745712517894,56138.4,0.33144090572026397
2015,PA,Transportation,7.82,6,775920,60692,129320.0,169376.8,80087.0,77.4,2994.2000000000003,0.945666702877844,0.017677745712517894,56138.4,0.33144090572026397
2015,RI,Commercial,15.78,58903,3704812,584484,62.89683038215371,7394.4,3629.0,15.2,35.4,0.9815536081358867,0.004787406686140863,3582.6,0.48450178513469655
2015,RI,Industrial,13.76,1853,798532,109866,430.94009713977334,7394.4,3629.0,15.2,35.4,0.9815536081358867,0.004787406686140863,3582.6,0.48450178513469655
2015,RI,Residential,19.29,440191,3135506,604825,7.123057945301017,7394.4,3629.0,15.2,35.4,0.9815536081358867,0.004787406686140863,3582.6,0.48450178513469655
2015,RI,Transportation,18.54,1,25868,4795,25868.0,7394.4,3629.0,15.2,35.4,0.9815536081358867,0.004787406686140863,3582.6,0.48450178513469655
2015,SC,Commercial,10.21,357724,21927007,2239686,61.29587894577943,90791.2,1837.8,41412.4,798.4,0.04048409978059548,0.008793803804774031,23270.399999999998,0.25630677863052803
2015,SC,Industrial,6.05,4290,29342051,1774038,6839.638927738928,90791.2,1837.8,41412.4,798.4,0.04048409978059548,0.008793803804774031,23270.399999999998,0.25630677863052803
2015,SC,Residential,12.57,2185965,30059188,3778451,13.750992353491478,90791.2,1837.8,41412.4,798.4,0.04048409978059548,0.008793803804774031,23270.399999999998,0.25630677863052803
2015,SC,Transportation,0.0,0,0,0,,90791.2,1837.8,41412.4,798.4,0.04048409978059548,0.008793803804774031,23270.399999999998,0.25630677863052803
2015,SD,Commercial,9.16,69872,4748637,434765,67.96194469887794,16504.4,1189.4,7059.4,1675.6,0.1441312619665059,0.1015244419669906,3380.6,0.20483022709095755
2015,SD,Industrial,7.37,3748,2782017,204932,742.267075773746,16504.4,1189.4,7059.4,1675.6,0.1441312619665059,0.1015244419669906,3380.6,0.20483022709095755
2015,SD,Residential,11.08,388374,4571325,506522,11.77041975003476,16504.4,1189.4,7059.4,1675.6,0.1441312619665059,0.1015244419669906,3380.6,0.20483022709095755
2015,SD,Transportation,0.0,0,0,0,,16504.4,1189.4,7059.4,1675.6,0.1441312619665059,0.1015244419669906,3380.6,0.20483022709095755
2015,TN,Commercial,10.16,476405,34981552,3553029,73.42817980499785,80880.0,179.8,39429.4,512.6,0.004446092977250247,0.006337784371909001,24627.800000000003,0.30449802176063306
2015,TN,Industrial,6.17,1245,22983145,1418464,18460.357429718875,80880.0,179.8,39429.4,512.6,0.004446092977250247,0.006337784371909001,24627.800000000003,0.30449802176063306
2015,TN,Residential,10.3,2783058,41667411,4291880,14.971808348945656,80880.0,179.8,39429.4,512.6,0.004446092977250247,0.006337784371909001,24627.800000000003,0.30449802176063306
2015,TN,Transportation,0.0,0,0,0,,80880.0,179.8,39429.4,512.6,0.004446092977250247,0.006337784371909001,24627.800000000003,0.30449802176063306
2015,TX,Commercial,8.15,1425780,136323562,11115260,95.6133218308575,468576.0,143933.4,58916.6,36677.200000000004,0.6143438844499077,0.07827374854879465,185043.0,0.39490498873181723
2015,TX,Industrial,5.59,105936,110182265,6161020,1040.0833050143483,468576.0,143933.4,58916.6,36677.200000000004,0.6143438844499077,0.07827374854879465,185043.0,0.39490498873181723
2015,TX,Residential,11.56,10318006,145651913,16838434,14.116284968239018,468576.0,143933.4,58916.6,36677.200000000004,0.6143438844499077,0.07827374854879465,185043.0,0.39490498873181723
2015,TX,Transportation,5.34,3,179614,9585,59871.333333333336,468576.0,143933.4,58916.6,36677.200000000004,0.6143438844499077,0.07827374854879465,185043.0,0.39490498873181723
2015,US,Commercial,10.64,17985690,1360751527,144781453,75.65745473206755,4256218.0,786865.0,1213086.0,195494.2,0.3697484480353215,0.04593143490300544,1511951.2000000002,0.3552334960286339
2015,US,Industrial,6.91,835536,986507732,68165883,1180.6884826027842,4256218.0,786865.0,1213086.0,195494.2,0.3697484480353215,0.04593143490300544,1511951.2000000002,0.3552334960286339
2015,US,Residential,12.65,129811718,1404096499,177623623,10.816407953248104,4256218.0,786865.0,1213086.0,195494.2,0.3697484480353215,0.04593143490300544,1511951.2000000002,0.3552334960286339
2015,US,Transportation,10.09,78,7636632,770510,97905.53846153847,4256218.0,786865.0,1213086.0,195494.2,0.3697484480353215,0.04593143490300544,1511951.2000000002,0.3552334960286339
2015,UT,Commercial,8.62,121310,11614593,1001542,95.74307971313165,33314.4,1577.0,14517.0,1127.6,0.09467377470403189,0.033847225223927184,14924.800000000001,0.44799846312705616
2015,UT,Industrial,6.17,9570,9404984,580074,982.7569487983282,33314.4,1577.0,14517.0,1127.6,0.09467377470403189,0.033847225223927184,14924.800000000001,0.44799846312705616
2015,UT,Residential,10.88,1021839,9117153,992264,8.922298914016787,33314.4,1577.0,14517.0,1127.6,0.09467377470403189,0.033847225223927184,14924.800000000001,0.44799846312705616
2015,UT,Transportation,10.05,1,55620,5589,55620.0,33314.4,1577.0,14517.0,1127.6,0.09467377470403189,0.033847225223927184,14924.800000000001,0.44799846312705616
2015,VA,Commercial,8.21,428369,48347037,3969545,112.86306198627818,100726.4,6157.4,41856.2,1156.2,0.12225990405693046,0.011478619309336977,33231.6,0.329919465006195
2015,VA,Industrial,6.95,3714,17537165,1218736,4721.907646742057,100726.4,6157.4,41856.2,1156.2,0.12225990405693046,0.011478619309336977,33231.6,0.329919465006195
2015,VA,Residential,11.37,3332083,45928411,5221259,13.783693563455651,100726.4,6157.4,41856.2,1156.2,0.12225990405693046,0.011478619309336977,33231.6,0.329919465006195
2015,VA,Transportation,8.11,1,196432,15929,196432.0,100726.4,6157.4,41856.2,1156.2,0.12225990405693046,0.011478619309336977,33231.6,0.329919465006195
2015,VT,Commercial,14.54,53610,2010568,292344,37.50360007461295,2621.2,635.0,674.2,450.6,0.4845109110331146,0.17190599725316652,199.4,0.07607202807874257
2015,VT,Industrial,10.27,231,1421601,146022,6154.116883116883,2621.2,635.0,674.2,450.6,0.4845109110331146,0.17190599725316652,199.4,0.07607202807874257
2015,VT,Residential,17.09,312060,2088940,356986,6.694033198743831,2621.2,635.0,674.2,450.6,0.4845109110331146,0.17190599725316652,199.4,0.07607202807874257
2015,VT,Transportation,0.0,0,0,0,,2621.2,635.0,674.2,450.6,0.4845109110331146,0.17190599725316652,199.4,0.07607202807874257
2015,WA,Commercial,8.22,365095,29266512,2405629,80.16136074172476,124010.0,7573.2,53585.6,6811.8,0.12213853721474074,0.05492944117409886,9615.4,0.07753729537940489
2015,WA,Industrial,4.35,29163,26772299,1164912,918.0228028666461,124010.0,7573.2,53585.6,6811.8,0.12213853721474074,0.05492944117409886,9615.4,0.07753729537940489
2015,WA,Residential,9.09,2945760,34071987,3098110,11.566450423659768,124010.0,7573.2,53585.6,6811.8,0.12213853721474074,0.05492944117409886,9615.4,0.07753729537940489
2015,WA,Transportation,8.18,6,5288,433,881.3333333333334,124010.0,7573.2,53585.6,6811.8,0.12213853721474074,0.05492944117409886,9615.4,0.07753729537940489
2015,WI,Commercial,10.89,347456,23514103,2561808,67.6750523807331,66676.0,3948.8,27856.0,1215.8,0.11844741736156938,0.018234447177395165,28702.8,0.43048173255744193
2015,WI,Industrial,7.58,5529,23969851,1816081,4335.295894375113,66676.0,3948.8,27856.0,1215.8,0.11844741736156938,0.018234447177395165,28702.8,0.43048173255744193
2015,WI,Residential,14.11,2647224,21214787,2994383,8.013975016847837,66676.0,3948.8,27856.0,1215.8,0.11844741736156938,0.018234447177395165,28702.8,0.43048173255744193
2015,WI,Transportation,14.66,1,191,28,191.0,66676.0,3948.8,27856.0,1215.8,0.11844741736156938,0.018234447177395165,28702.8,0.43048173255744193
2015,WV,Commercial,8.61,141681,7800740,671690,55.05847643650172,60459.2,6875.2,22802.4,1166.6,0.22743271495487866,0.019295657236615766,28326.6,0.4685242279090693
2015,WV,Industrial,6.09,11949,13064835,795823,1093.383128295255,60459.2,6875.2,22802.4,1166.6,0.22743271495487866,0.019295657236615766,28326.6,0.4685242279090693
2015,WV,Residential,10.08,861334,11437451,1153344,13.278764103123759,60459.2,6875.2,22802.4,1166.6,0.22743271495487866,0.019295657236615766,28326.6,0.4685242279090693
2015,WV,Transportation,0.0,0,0,0,,60459.2,6875.2,22802.4,1166.6,0.22743271495487866,0.019295657236615766,28326.6,0.4685242279090693
2015,WY,Commercial,9.12,57686,3924590,358000,68.03366501404153,34049.6,1706.8,14889.4,2814.6,0.10025374747427283,0.08266176401484893,13352.800000000001,0.3921573234340492
2015,WY,Industrial,6.76,10559,10323470,697582,977.6939104081825,34049.6,1706.8,14889.4,2814.6,0.10025374747427283,0.08266176401484893,13352.800000000001,0.3921573234340492
2015,WY,Residential,10.97,268226,2676702,293517,9.979278667988934,34049.6,1706.8,14889.4,2814.6,0.10025374747427283,0.08266176401484893,13352.800000000001,0.3921573234340492
2015,WY,Transportation,0.0,0,0,0,,34049.6,1706.8,14889.4,2814.6,0.10025374747427283,0.08266176401484893,13352.800000000001,0.3921573234340492
2016,AK,Commercial,17.56,52804,2731499,479547,51.729016741155974,10969.6,39.8,5096.2,121.2,0.00725641773628938,0.011048716452742123,4318.8,0.39370624270711785
2016,AK,Industrial,15.22,1343,1385311,210807,1031.504839910648,10969.6,39.8,5096.2,121.2,0.00725641773628938,0.011048716452742123,4318.8,0.39370624270711785
2016,AK,Residential,20.3,283260,2006392,407365,7.083216832591965,10969.6,39.8,5096.2,121.2,0.00725641773628938,0.011048716452742123,4318.8,0.39370624270711785
2016,AK,Transportation,0.0,0,0,0,,10969.6,39.8,5096.2,121.2,0.00725641773628938,0.011048716452742123,4318.8,0.39370624270711785
2016,AL,Commercial,11.11,367009,23634474,2626821,64.39753248557938,116309.2,14802.8,40241.2,1481.0,0.2545422030243523,0.01273330054716222,40415.799999999996,0.3474858394692767
2016,AL,Industrial,6.04,7266,32535121,1966223,4477.721029452243,116309.2,14802.8,40241.2,1481.0,0.2545422030243523,0.01273330054716222,40415.799999999996,0.3474858394692767
2016,AL,Residential,11.99,2200574,32055546,3843395,14.56690209009104,116309.2,14802.8,40241.2,1481.0,0.2545422030243523,0.01273330054716222,40415.799999999996,0.3474858394692767
2016,AL,Transportation,0.0,0,0,0,,116309.2,14802.8,40241.2,1481.0,0.2545422030243523,0.01273330054716222,40415.799999999996,0.3474858394692767
2016,AR,Commercial,8.23,190181,12177633,1002233,64.03180654218876,58844.4,5487.4,22877.2,670.6,0.18650542787419022,0.011396156643622844,22490.4,0.38220119501600835
2016,AR,Industrial,6.08,36428,16226147,986087,445.4306302843966,58844.4,5487.4,22877.2,670.6,0.18650542787419022,0.011396156643622844,22490.4,0.38220119501600835
2016,AR,Residential,9.92,1368867,17784233,1764930,12.99193639703492,58844.4,5487.4,22877.2,670.6,0.18650542787419022,0.011396156643622844,22490.4,0.38220119501600835
2016,AR,Transportation,10.4,2,425,44,212.5,58844.4,5487.4,22877.2,670.6,0.18650542787419022,0.011396156643622844,22490.4,0.38220119501600835
2016,AZ,Commercial,10.41,318197,29564157,3078184,92.91148879467751,113903.6,14754.2,42025.2,4376.8,0.2590646827668309,0.03842547557759368,38814.6,0.34076710481494876
2016,AZ,Industrial,6.07,8130,14975656,908697,1842.0241082410823,113903.6,14754.2,42025.2,4376.8,0.2590646827668309,0.03842547557759368,38814.6,0.34076710481494876
2016,AZ,Residential,12.15,2725510,33690783,4094426,12.361276605112439,113903.6,14754.2,42025.2,4376.8,0.2590646827668309,0.03842547557759368,38814.6,0.34076710481494876
2016,AZ,Transportation,9.93,2,7232,718,3616.0,113903.6,14754.2,42025.2,4376.8,0.2590646827668309,0.03842547557759368,38814.6,0.34076710481494876
2016,CA,Commercial,15.07,1692326,116774684,17603177,69.00247588230637,306147.6,83238.4,56477.2,35671.00000000001,0.5437795364066221,0.11651569373726925,82771.2,0.2703637069178396
2016,CA,Industrial,11.92,148549,50979124,6076719,343.18052629098815,306147.6,83238.4,56477.2,35671.00000000001,0.5437795364066221,0.11651569373726925,82771.2,0.2703637069178396
2016,CA,Residential,17.39,13445133,88311069,15359796,6.568255516698868,306147.6,83238.4,56477.2,35671.00000000001,0.5437795364066221,0.11651569373726925,82771.2,0.2703637069178396
2016,CA,Transportation,9.8,15,781758,76635,52117.2,306147.6,83238.4,56477.2,35671.00000000001,0.5437795364066221,0.11651569373726925,82771.2,0.2703637069178396
2016,CO,Commercial,9.6,367001,20800136,1996042,56.67596546058458,64312.0,10647.0,21204.4,6912.2,0.3311046150018659,0.10747916407513372,22698.0,0.35293568851847246
2016,CO,Industrial,7.35,16245,15103434,1109890,929.728162511542,64312.0,10647.0,21204.4,6912.2,0.3311046150018659,0.10747916407513372,22698.0,0.35293568851847246
2016,CO,Residential,12.07,2260068,18833722,2273979,8.333254574641117,64312.0,10647.0,21204.4,6912.2,0.3311046150018659,0.10747916407513372,22698.0,0.35293568851847246
2016,CO,Transportation,9.8,1,64745,6348,64745.0,64312.0,10647.0,21204.4,6912.2,0.3311046150018659,0.10747916407513372,22698.0,0.35293568851847246
2016,CT,Commercial,15.75,152182,12701264,2000464,83.46101378612451,35238.4,16652.0,335.2,127.6,0.9451053396294951,0.0036210497638939337,12627.2,0.3583363603341809
2016,CT,Industrial,12.81,4408,3370068,431744,764.5344827586207,35238.4,16652.0,335.2,127.6,0.9451053396294951,0.0036210497638939337,12627.2,0.3583363603341809
2016,CT,Residential,20.01,1486741,12676983,2536772,8.526692275251708,35238.4,16652.0,335.2,127.6,0.9451053396294951,0.0036210497638939337,12627.2,0.3583363603341809
2016,CT,Transportation,10.84,4,182772,19821,45693.0,35238.4,16652.0,335.2,127.6,0.9451053396294951,0.0036210497638939337,12627.2,0.3583363603341809
2016,DC,Commercial,11.72,25924,8368479,980630,322.80817003548833,84.0,0.0,0.0,0.0,0.0,0.0,18.0,0.21428571428571427
2016,DC,Industrial,8.8,1,192454,16943,192454.0,84.0,0.0,0.0,0.0,0.0,0.0,18.0,0.21428571428571427
2016,DC,Residential,12.29,259392,2501892,307506,9.645216506291636,84.0,0.0,0.0,0.0,0.0,0.0,18.0,0.21428571428571427
2016,DC,Transportation,9.53,3,331178,31550,110392.66666666667,84.0,0.0,0.0,0.0,0.0,0.0,18.0,0.21428571428571427
2016,DE,Commercial,10.07,53366,4235231,426492,79.3619720421242,13635.6,5865.0,203.8,65.4,0.8602481738977382,0.004796268591041098,6458.0,0.47361318900525096
2016,DE,Industrial,8.11,873,2260101,183385,2588.8900343642613,13635.6,5865.0,203.8,65.4,0.8602481738977382,0.004796268591041098,6458.0,0.47361318900525096
2016,DE,Residential,13.42,419234,4763106,639086,11.361449691580358,13635.6,5865.0,203.8,65.4,0.8602481738977382,0.004796268591041098,6458.0,0.47361318900525096
2016,DE,Transportation,0.0,0,0,0,,13635.6,5865.0,203.8,65.4,0.8602481738977382,0.004796268591041098,6458.0,0.47361318900525096
2016,FL,Commercial,8.9,1199897,95547214,8506823,79.629513199883,233728.0,9816.2,102800.8,1630.8,0.08399678258488501,0.0069773411829134714,105697.0,0.45222224123767796
2016,FL,Industrial,7.69,21162,16758825,1288401,791.93011057556,233728.0,9816.2,102800.8,1630.8,0.08399678258488501,0.0069773411829134714,105697.0,0.45222224123767796
2016,FL,Residential,10.98,9149214,123320547,13545273,13.478813261991686,233728.0,9816.2,102800.8,1630.8,0.08399678258488501,0.0069773411829134714,105697.0,0.45222224123767796
2016,FL,Transportation,8.32,2,95236,7921,47618.0,233728.0,9816.2,102800.8,1630.8,0.08399678258488501,0.0069773411829134714,105697.0,0.45222224123767796
2016,GA,Commercial,9.81,567431,47761768,4687610,84.17193984819299,148310.0,14451.4,56747.4,3601.2,0.19488099251567662,0.024281572382172475,53946.4,0.36374081316162094
2016,GA,Industrial,5.84,21774,32290121,1884161,1482.9668871130707,148310.0,14451.4,56747.4,3601.2,0.19488099251567662,0.024281572382172475,53946.4,0.36374081316162094
2016,GA,Residential,11.5,4240421,57889379,6659243,13.651799903830304,148310.0,14451.4,56747.4,3601.2,0.19488099251567662,0.024281572382172475,53946.4,0.36374081316162094
