Year,STATE,RESIDENTIAL - Revenues (Thousand Dollars),RESIDENTIAL - Sales (Megawatthours),RESIDENTIAL - Customers (Count),RESIDENTIAL - Price (Cents/kWh),COMMERCIAL - Revenues (Thousand Dollars),COMMERCIAL - Sales (Megawatthours),COMMERCIAL - Customers (Count),COMMERCIAL - Price (Cents/kWh),INDUSTRIAL - Revenues (Thousand Dollars),INDUSTRIAL - Sales (Megawatthours),INDUSTRIAL - Customers (Count),INDUSTRIAL - Price (Cents/kWh),TRANSPORTATION - Revenues (Thousand Dollars),TRANSPORTATION - Sales (Megawatthours),TRANSPORTATION - Customers (Count),TRANSPORTATION - Price (Cents/kWh),TOTAL - Revenues (Thousand Dollars),TOTAL - Sales (Megawatthours),TOTAL - Customers (Count),TOTAL - Price (Cents/kWh)
2024,NY,12424305,50857373,7420214,24.43,13337112,71053178,1163769,18.77,1450058,15804738,16605,9.17,409084,2782212,6,14.7,27620558,140497501,8600594,19.66
2024,OH,8340151,52174356,5142108,15.99,5418173,50813610,627393,10.66,3596997,50687764,18237,7.1,2315,31646,2,7.32,17357636,153707376,5787740,11.29
2024,OK,2977075,24328279,1878818,12.24,2267616,25412391,298476,8.92,1305145,22343103,20002,5.84,0,0,0,0.0,6549837,72083773,2197296,9.09
2024,OR,2905555,19767745,1868012,14.7,2494169,24662444,247412,10.11,1226001,15228350,26616,8.05,2779,22162,2,12.54,6628504,59680701,2142042,11.11
2024,PA,9641603,54272558,5534580,17.77,4252003,38548336,740697,11.03,3840646,48830820,12961,7.87,49268,494800,5,9.96,17783520,142146514,6288243,12.51
2024,RI,891368,3111332,457383,28.65,773340,3666320,62629,21.09,121071,614681,1649,19.7,4719,21914,1,21.53,1790497,7414247,521662,24.15
2024,SC,4632121,32544816,2581882,14.23,2797768,26306224,413387,10.64,1718300,25110388,3604,6.84,0,0,0,0.0,9148189,83961428,2998873,10.9
2024,SD,664939,5170067,433548,12.86,539258,5111478,78291,10.55,277782,3355659,4317,8.28,0,0,0,0.0,1481979,13637204,516156,10.87
2024,TN,5445100,43827503,3166103,12.42,4338477,35996043,542965,12.05,1436732,23138889,1006,6.21,0,0,0,0.0,11220309,102962435,3710074,10.9
2024,TX,24652422,165051743,12547863,14.94,14046066,164232987,1557087,8.55,10782108,176135056,376098,6.12,502,11531,3,4.35,49481097,505431317,14481051,9.79
2024,UT,1444461,11825248,1272861,12.22,1326484,14128942,145854,9.39,681891,8680830,10805,7.86,6405,53063,1,12.07,3459240,34688083,1429521,9.97
2024,VA,6524033,45272825,3654481,14.41,6865114,78710662,445756,8.72,1238977,13775530,3794,8.99,26443,285755,1,9.25,14654567,138044772,4104032,10.62
2024,VT,488488,2230155,323960,21.9,368759,1952123,64308,18.89,147815,1276669,243,11.58,0,0,0,0.0,1005062,5458947,388511,18.41
2024,WA,4595906,38626766,3368978,11.9,3307355,33101746,405313,9.99,1200155,18159320,26385,6.61,10922,93797,5,11.64,9114339,89981629,3800681,10.13
2024,WI,3783445,22016559,2843874,17.18,2943282,23296259,369433,12.63,1961925,22977299,5739,8.54,240,1307,2,18.36,8688892,68291424,3219048,12.72
2024,WV,1609064,10674503,866456,15.07,890697,7665085,152012,11.62,1144146,14650982,11005,7.81,0,0,0,0.0,3643907,32990570,1029473,11.05
2024,WY,370054,2968051,286475,12.47,489048,5274652,58983,9.27,714083,8974198,11995,7.96,0,0,0,0.0,1573186,17216901,357453,9.14
2024,US,244367409,1482873586,143144185,16.48,185043226,1450941216,19480886,12.75,84094810,1034584190,1115974,8.13,890328,6982840,81,12.75,514395773,3975381832,163741126,12.94
2023,AK,490072,2050667,296192,23.9,543148,2602872,56796,20.87,256386,1371059,1161,18.7,0,0,0,0.0,1289606,6024598,354149,21.41
2023,AL,4593824,31409652,2353274,14.63,2923959,22213494,384122,13.16,2220821,31257213,7239,7.11,0,0,0,0.0,9738604,84880359,2744635,11.47
2023,AR,2251157,18373971,1459802,12.25,1208919,11694057,205526,10.34,1275851,18581004,36612,6.87,40,268,2,14.93,4735966,48649300,1701942,9.73
2023,AZ,5466059,38992365,3068552,14.02,3844785,32619680,344059,11.79,1159128,14296687,7614,8.11,1008,10066,2,10.01,10470980,85918798,3420227,12.19
2023,CA,24439806,82820898,14063972,29.51,27006847,112935566,1766915,23.91,8014384,42998557,148000,18.64,94387,725431,12,13.01,59555424,239480452,15978899,24.87
2023,CO,2859285,19999333,2517452,14.3,2409252,20697728,397348,11.64,1256100,14778848,15358,8.5,11894,89910,2,13.23,6536530,55565819,2930160,11.76
2023,CT,3751250,12553299,1541895,29.88,2273489,11373591,156310,19.99,404764,2579387,3936,15.69,38545,178899,3,21.55,6468047,26685176,1702144,24.24
2023,DC,390035,2371637,312982,16.45,1191005,7030204,27387,16.94,19154,176489,1,10.85,29943,301384,3,9.94,1630137,9879714,340373,16.5
2023,DE,775833,4931847,468358,15.73,490681,4148502,59839,11.83,157018,2001322,876,7.85,0,0,0,0.0,1423532,11081671,529073,12.85
2023,FL,20651963,135805022,10222476,15.21,11620543,97255443,1292988,11.95,1672810,17808644,26085,9.39,8054,71105,2,11.33,33953370,250940214,11541551,13.53
2023,GA,7996719,58412499,4703796,13.69,5497964,51404671,609978,10.7,2205710,32067537,24366,6.88,10512,144124,1,7.29,15710905,142028831,5338141,11.06
2023,HI,1141701,2693161,446203,42.39,1092349,2798995,60117,39.03,1211791,3435096,813,35.28,0,0,0,0.0,3445842,8927252,507133,38.6
2023,IA,1940409,14581845,1436037,13.31,1301603,12600924,250532,10.33,1880378,27217490,9451,6.91,0,0,0,0.0,5122390,54400259,1696020,9.42
2023,ID,1082537,9793265,845896,11.05,600657,6842096,121675,8.78,648094,9038616,29322,7.17,0,0,0,0.0,2331288,25673977,996893,9.08
2023,IL,6804072,43319747,5394659,15.71,5124272,45576290,626171,11.24,3384830,41267424,5541,8.2,28639,414756,4,6.9,15341812,130578217,6026375,11.75
2023,IN,4741354,31739243,3018496,14.94,2889443,23016436,371773,12.55,3398553,41228694,19291,8.24,1398,10977,1,12.73,11030747,95995350,3409561,11.49
2023,KS,1848944,13815434,1306777,13.38,1706896,15727254,245544,10.85,878741,11509320,24106,7.64,0,0,0,0.0,4434581,41052008,1576427,10.8
2023,KY,3106289,24552708,2057705,12.65,2196143,19303242,323183,11.38,1793467,27367071,5136,6.55,0,0,0,0.0,7095899,71223021,2386024,9.96
2023,LA,3666444,31746570,2137199,11.55,2481404,23743181,300640,10.45,2344558,39874251,18790,5.88,1151,10455,1,11.0,8493556,95374457,2456630,8.91
2023,MA,5733884,19365825,2886203,29.61,4763481,24275567,443991,19.62,1089219,6091226,10510,17.88,19966,279346,2,7.15,11606550,50011964,3340706,23.21
2023,MD,4333163,26107722,2432423,16.6,3456460,27061701,260822,12.77,343636,3455597,9226,9.94,45809,408065,5,11.23,8179068,57033085,2702476,14.34
2023,ME,1348778,4918678,731969,27.42,718365,4017144,108745,17.88,295183,2400208,2040,12.3,0,0,0,0.0,2362326,11336030,842754,20.84
2023,MI,6130301,32533717,4496300,18.84,4894750,36534334,559552,13.4,2325536,28515187,5589,8.16,745,5452,2,13.67,13351332,97588690,5061443,13.68
2023,MN,3391941,23023275,2551574,14.73,2800843,22613856,308285,12.39,1892556,20560640,9351,9.2,2227,18029,1,12.35,8087567,66215800,2869211,12.21
2023,MO,4397847,34964573,2906438,12.58,2958249,29174382,399085,10.14,1011796,12813199,9831,7.9,2310,23645,2,9.77,8370202,76975799,3315356,10.87
2023,MS,2452659,18544190,1335278,13.23,1760225,14230944,246032,12.37,1088735,15646628,11023,6.96,0,0,0,0.0,5301619,48421762,1592333,10.95
2023,MT,721681,5755522,549248,12.54,612982,5063035,116235,12.11,365555,4686142,12019,7.8,0,0,0,0.0,1700217,15504699,677502,10.97
2023,NC,7593061,58737520,4951380,12.93,4662157,48196906,746025,9.67,1868337,26143974,9082,7.15,1127,12708,1,8.86,14124682,133091108,5706488,10.61
2023,ND,557857,5067156,395002,11.01,800557,10854668,76700,7.38,905073,12280355,10628,7.37,0,0,0,0.0,2263487,28202179,482330,8.03
2023,NE,1195237,10670550,893123,11.2,986101,11260554,160540,8.76,888254,11640095,63824,7.63,0,0,0,0.0,3069592,33571199,1117487,9.14
2023,NH,1310466,4654978,647007,28.15,826517,4050619,111302,20.4,303539,1925716,3125,15.76,0,0,0,0.0,2440522,10631313,761434,22.96
2023,NJ,5030514,28414871,3702963,17.7,5052059,36082758,539427,14.0,727181,6223834,11246,11.68,45899,375476,8,12.22,10855653,71096939,4253644,15.27
2023,NM,1015785,7336277,928216,13.85,998732,9349407,147632,10.68,670790,11661806,9339,5.75,0,0,0,0.0,2685307,28347490,1085187,9.47
2023,NV,2251643,13508820,1288498,16.67,1472654,12366846,174042,11.91,1280856,12366508,4784,10.36,916,7181,1,12.75,5006069,38249355,1467325,13.09
2023,NY,11147682,50113258,7384444,22.25,12866330,71422184,1180841,18.01,1042211,15173534,7178,6.87,425812,2712960,8,15.7,25482035,139421936,8572471,18.28
2023,OH,7646822,49713538,5110814,15.38,4984353,46351291,624926,10.75,3554411,50545890,19087,7.03,1788,30264,2,5.91,16187373,146640983,5754829,11.04
2023,OK,2877138,23817506,1857151,12.08,2158268,23117487,304896,9.34,1379920,22043847,19874,6.26,0,0,0,0.0,6415326,68978840,2181921,9.3
2023,OR,2603098,20444544,1843683,12.73,2290636,23084137,244410,9.92,1085221,14433651,26545,7.52,2583,22630,2,11.41,5981538,57984962,2114640,10.32
2023,PA,9472222,52327643,5516157,18.1,4033022,35802263,735043,11.26,3886297,50146824,15565,7.75,44336,434263,5,10.21,17435877,138710993,6266770,12.57
2023,RI,809152,2995162,450190,27.02,645446,3650574,60297,17.68,119383,628838,1606,18.98,4532,26214,1,17.29,1578513,7300788,512094,21.62
2023,SC,4228055,30898329,2518272,13.68,2618036,25193823,410802,10.39,1677090,25110033,3634,6.68,0,0,0,0.0,8523181,81202185,2932708,10.5
2023,SD,646524,5245819,426548,12.32,511213,5032841,77048,10.16,258552,3227339,4237,8.01,0,0,0,0.0,1416289,13505999,507833,10.49
2023,TN,5041363,41350567,3106778,12.19,4139606,35094425,531644,11.8,1407569,22601013,1013,6.23,0,0,0,0.0,10588538,99046005,3639435,10.69
2023,TX,24388838,168610875,12257008,14.46,14629032,165791834,1589559,8.82,10440918,158248978,344534,6.6,12312,168698,3,7.3,49471100,492820385,14191104,10.04
2023,UT,1268526,11328264,1244066,11.2,1134662,13337953,142545,8.51,602610,8622963,10719,6.99,6678,54357,1,12.28,3012476,33343537,1397331,9.03
2023,VA,6145511,43095838,3615939,14.26,6604437,73807035,441468,8.95,1353014,15176022,3673,8.92,24958,239610,1,10.42,14127919,132318505,4061081,10.68
2023,VT,453095,2176314,322405,20.82,342606,1903595,62485,18.0,144712,1284114,257,11.27,0,0,0,0.0,940413,5364023,385147,17.53
2023,WA,4276679,38940142,3319836,10.98,3012115,30369642,401423,9.92,1279330,20156469,26546,6.35,8783,86377,5,10.17,8576907,89552630,3747810,9.58
2023,WI,3749633,22218861,2813580,16.88,2962531,23212820,365168,12.76,2006873,23131084,5591,8.68,196,1139,2,17.21,8719233,68563904,3184341,12.72
2023,WV,1437864,10233824,864768,14.05,791496,7173973,150864,11.03,1061249,14662890,11095,7.24,0,0,0,0.0,3290608,32070687,1026727,10.26
2023,WY,337897,2947863,283729,11.46,450907,5045931,58591,8.94,620644,8796321,11780,7.06,0,0,0,0.0,1409447,16790115,354100,8.39
2023,US,231992666,1450025184,141282713,16.0,177342187,1408108755,19381328,12.59,81158787,1009255634,1078249,8.04,876544,6863789,85,12.77,491370184,3874253362,161742375,12.68
2022,AK,473751,2050472,294370,23.1,516678,2575918,56372,20.06,253566,1375690,1149,18.43,0,0,0,0.0,1243996,6002080,351891,20.73
2022,AL,4690788,32923573,2329559,14.25,2946401,22391068,380269,13.16,2447353,31712904,7223,7.72,0,0,0,0.0,10084542,87027545,2717051,11.59
2022,AR,2320527,19250661,1445528,12.05,1208974,11786525,203432,10.26,1325498,17960258,35670,7.38,34,219,2,15.48,4855033,48997663,1684632,9.91
2022,AZ,4994758,38367633,3013393,13.02,3403649,31507070,340035,10.8,1125540,14311610,7808,7.86,982,10204,2,9.62,9524928,84196517,3361238,11.31
2022,CA,23136718,89542208,13942174,25.84,24896338,114141384,1767719,21.81,8116628,47500423,147928,17.09,94244,685121,12,13.76,56243928,251869136,15857833,22.33
2022,CO,2922469,20593942,2480555,14.19,2439656,21059419,390861,11.58,1296207,15018320,15078,8.63,9057,91360,1,9.91,6667389,56763041,2886495,11.75
2022,CT,3246418,13190687,1536217,24.61,2155969,11625823,155784,18.54,418994,2780106,3976,15.07,30814,170530,3,18.07,5852195,27767146,1695980,21.08
2022,DC,357265,2519079,306464,14.18,1137041,7290077,27136,15.6,14061,181716,1,7.74,21319,250662,3,8.5,1529685,10241534,333604,14.94
2022,DE,714302,5210069,461484,13.71,472127,4298806,59162,10.98,178553,2030396,868,8.79,0,0,0,0.0,1364983,11539271,521514,11.83
2022,FL,18664364,134245975,10066753,13.9,10842320,96864074,1282170,11.19,1614811,17635655,23673,9.16,7655,75099,2,10.19,31129149,248820803,11372598,12.51
2022,GA,8437884,61140241,4648898,13.8,5995224,49540774,607578,12.1,2959850,34210498,24135,8.65,13400,143691,1,9.33,17406358,145035204,5280612,12.0
2022,HI,1182559,2748479,444854,43.03,1140213,2837850,60136,40.18,1267578,3452786,822,36.71,0,0,0,0.0,3590349,9039115,505812,39.72
2022,IA,1997146,15192859,1426164,13.15,1315547,12470072,245328,10.55,1874715,26541024,9458,7.06,0,0,0,0.0,5187408,54203955,1680950,9.57
2022,ID,1033583,9963653,826329,10.37,565304,6836725,119688,8.27,630771,9400753,29155,6.71,0,0,0,0.0,2229658,26201131,975172,8.51
2022,IL,7274069,46479195,5376734,15.65,5332077,47119806,636011,11.32,3584548,41817849,5486,8.57,32783,454730,4,7.21,16223477,135871580,6018235,11.94
2022,IN,4970158,34058498,2988151,14.59,3020294,23493759,370420,12.86,3673894,42479590,19116,8.65,1631,12518,1,13.03,11665978,100044365,3377688,11.66
2022,KS,2020777,14443522,1297400,13.99,1816669,15781384,245577,11.51,974218,11736159,24109,8.3,0,0,0,0.0,4811665,41961065,1567086,11.47
2022,KY,3466096,26840186,2045252,12.91,2317841,19674006,318516,11.78,2135730,28824550,5419,7.41,0,0,0,0.0,7919668,75338742,2369187,10.51
2022,LA,4067058,31444708,2128425,12.93,2809136,23540241,299424,11.93,3027439,40143868,19695,7.54,1267,10181,1,12.45,9904900,95138998,2447545,10.41
2022,MA,5196288,20006891,2888583,25.97,4562463,24443659,435521,18.67,1063201,6233832,10524,17.06,21180,299058,2,7.08,10843132,50983440,3334630,21.27
2022,MD,4057913,28065379,2415655,14.46,3494862,27623358,260799,12.65,360419,3601623,9156,10.01,37070,392359,5,9.45,7950263,59682719,2685615,13.32
2022,ME,1142540,5090874,728053,22.44,636081,4129399,106211,15.4,292946,2655435,2155,11.03,0,0,0,0.0,2071566,11875708,836419,17.44
2022,MI,6255971,35034971,4475317,17.86,4657585,37114401,554487,12.55,2372266,28485570,5689,8.33,534,4320,2,12.35,13286355,100639262,5035495,13.2
2022,MN,3336372,23418313,2523110,14.25,2773158,22548588,308250,12.3,1911003,20648588,9234,9.25,2450,19941,1,12.29,8022983,66635430,2840595,12.04
2022,MO,4373898,37244970,2882259,11.74,2845815,29790520,398806,9.55,1015285,13245662,9883,7.67,2252,25108,2,8.97,8237250,80306260,3290950,10.26
2022,MS,2348630,18917877,1329184,12.41,1656441,14089632,245252,11.76,1071425,15972024,10911,6.71,0,0,0,0.0,5076496,48979533,1585347,10.36
2022,MT,667968,5894499,540745,11.33,535936,5019659,114645,10.68,349566,4669625,11917,7.49,0,0,0,0.0,1553470,15583783,667307,9.97
2022,NC,7253470,62443953,4855658,11.62,4307722,49228797,739530,8.75,1801078,27519330,9152,6.54,1117,14681,1,7.61,13363388,139206761,5604341,9.6
2022,ND,575541,5271904,392470,10.92,709487,8392425,76800,8.45,854283,11728548,9142,7.28,0,0,0,0.0,2139310,25392877,478412,8.42
2022,NE,1185532,10983649,877619,10.79,848420,9618755,158569,8.82,955199,13241701,63679,7.21,0,0,0,0.0,2989152,33844105,1099867,8.83
2022,NH,1224085,4808322,642870,25.46,763434,4084625,110915,18.69,291573,1925183,3167,15.15,0,0,0,0.0,2279091,10818130,756952,21.07
2022,NJ,5031557,30062192,3675569,16.74,5138269,37374037,532838,13.75,818454,6753844,11427,12.12,32598,252662,7,12.9,11020878,74442735,4219841,14.8
2022,NM,1008182,7282636,921109,13.84,1006037,9084022,147142,11.07,707421,10789520,9278,6.56,0,0,0,0.0,2721640,27156178,1077529,10.02
2022,NV,1971542,14306529,1270155,13.78,1260723,12427663,173757,10.14,1068731,12578639,3386,8.5,699,7176,1,9.74,4301694,39320007,1447299,10.94
2022,NY,11531652,52227413,7346236,22.08,13132991,72205589,1166974,18.19,1221472,16177769,7333,7.55,359708,2599746,8,13.84,26245822,143210517,8520551,18.33
2022,OH,7384055,53312216,5082414,13.85,4789696,46090803,631665,10.39,3729572,50062730,19383,7.45,2907,34034,3,8.54,15906229,149499783,5733465,10.64
2022,OK,3170141,25479144,1839083,12.44,2296387,22211526,300361,10.34,1516985,21796272,20064,6.96,0,0,0,0.0,6983513,69486942,2159508,10.05
2022,OR,2367526,20725899,1826286,11.42,1557988,16654576,244617,9.35,1288904,18923722,26560,6.81,2372,22699,2,10.45,5216790,56326896,2097465,9.26
2022,PA,8994501,56413218,5504325,15.94,3995009,37219047,730432,10.73,4178366,50882779,15351,8.21,41358,529548,7,7.81,17209234,145044592,6250115,11.86
2022,RI,735413,3168339,448184,23.21,607915,3745633,60133,16.23,114833,639343,1628,17.96,4025,22969,1,17.52,1462185,7576284,509946,19.3
2022,SC,4386983,32287075,2472265,13.59,2619552,24130625,403966,10.86,1878229,26340732,3635,7.13,0,0,0,0.0,8884763,82758432,2879866,10.74
2022,SD,643720,5322906,419358,12.09,503834,4936093,76157,10.21,257919,3208065,4201,8.04,0,0,0,0.0,1405474,13467064,499716,10.44
2022,TN,5339495,43603987,3058391,12.25,4293143,35719452,528291,12.02,1491695,22788612,1023,6.55,0,0,0,0.0,11124332,102112051,3587705,10.89
2022,TX,23474681,170596460,12063147,13.76,14538636,160719198,1574976,9.05,10259466,143905882,322120,7.13,12259,179652,3,6.82,48285042,475401192,13960246,10.16
2022,UT,1230161,11344265,1207878,10.84,1079393,12870552,141960,8.39,622535,9104680,10380,6.84,5694,46004,1,12.38,2937783,33365501,1360219,8.8
2022,VA,6233144,46717547,3583371,13.34,6620629,68556082,437391,9.66,1347186,16861186,3663,7.99,14087,129802,1,10.85,14215046,132264617,4024426,10.75
2022,VT,435861,2186667,320849,19.93,331274,1916375,61583,17.29,162496,1367429,253,11.88,0,0,0,0.0,929631,5470471,382685,16.99
2022,WA,4079234,39775849,3273505,10.26,2827193,29780448,398253,9.49,1309410,21227090,26379,6.17,11447,113933,5,10.05,8227285,90897320,3698142,9.05
2022,WI,3575870,22887928,2786457,15.62,2775141,23426668,363517,11.85,1999968,23560174,5587,8.49,182,1101,2,16.55,8351161,69875871,3155563,11.95
2022,WV,1473398,11136970,863905,13.23,758145,7275035,149706,10.42,981970,14574283,11224,6.74,0,0,0,0.0,3213512,32986288,1024835,9.74
2022,WY,333636,3008680,281464,11.09,344774,3610790,58407,9.55,680771,9879959,11730,6.89,0,0,0,0.0,1359181,16499429,351601,8.24
2022,US,226989647,1509233162,139854178,15.04,172599590,1390872813,19257529,12.41,84894579,1020463986,1049983,8.32,765121,6599108,86,11.59,485248938,3927169069,160161776,12.36
2021,AK,469886,2083911,292451,22.55,501658,2558649,56005,19.61,223588,1326779,1135,16.85,0,0,0,0.0,1195132,5969339,349591,20.02
2021,AL,4092368,31585153,2308226,12.96,2586968,21844283,376180,11.84,2034105,32155730,7233,6.33,0,0,0,0.0,8713442,85585166,2691639,10.18
2021,AR,2131723,18918015,1436246,11.27,1101412,11516908,201408,9.56,1196803,18228014,36628,6.57,28,205,2,13.56,4429965,48663142,1674284,9.1
2021,AZ,4655903,37130339,2953823,12.54,3098754,29990064,335377,10.33,956213,14089072,7548,6.79,981,10515,2,9.33,8711850,81219990,3296750,10.73
2021,CA,20604392,90284143,13883994,22.82,20861069,108761594,1750923,19.18,7050423,47583329,149389,14.82,73215,620799,12,11.79,48589099,247249865,15784318,19.65
2021,CO,2696118,20625005,2443109,13.07,2232288,20584470,388601,10.84,1205161,15053158,15287,8.01,8362,88576,1,9.44,6141929,56351209,2846998,10.9
2021,CT,2868410,13092128,1530251,21.91,1926205,11701168,155791,16.46,269676,2799194,4049,9.63,18136,145116,3,12.5,5082427,27737606,1690094,18.32
2021,DC,330851,2528049,298337,13.09,915415,7043709,26783,13.0,18839,239501,1,7.87,26547,272113,3,9.76,1291653,10083372,325124,12.81
2021,DE,647126,5170380,453758,12.52,397960,4196263,58353,9.48,160527,2113012,864,7.6,0,0,0,0.0,1205613,11479655,512975,10.5
2021,FL,15518174,130412464,9917113,11.9,8931651,93965070,1272939,9.51,1308516,17112564,23036,7.65,5985,71984,2,8.31,25764326,241562082,11213090,10.67
2021,GA,7339634,58684962,4560653,12.51,4858538,45777026,599964,10.61,2125605,32758986,24211,6.49,9449,142978,1,6.61,14333226,137363952,5184829,10.43
2021,HI,946210,2825082,443535,33.49,859804,2784538,59935,30.88,902208,3326862,817,27.12,0,0,0,0.0,2708221,8936482,504287,30.31
2021,IA,1864645,14651755,1417424,12.73,1234385,12135097,246568,10.17,1731614,26106417,9479,6.63,0,0,0,0.0,4830644,52893269,1673471,9.13
2021,ID,944639,9300843,806421,10.16,520870,6600296,117323,7.89,599709,9384477,28974,6.39,0,0,0,0.0,2065218,25285616,952718,8.17
2021,IL,6167780,46813068,5361717,13.18,4529428,46923210,633019,9.65,3027919,41498024,5456,7.3,29178,454531,3,6.42,13754306,135688833,6000195,10.14
2021,IN,4476492,33471970,2948803,13.37,2653827,22920929,364549,11.58,3199952,43329491,19066,7.39,1775,17656,1,10.05,10332045,99740046,3332419,10.36
2021,KS,1787507,13769410,1289344,12.98,1615098,15356451,245045,10.52,838799,11365925,23965,7.38,0,0,0,0.0,4241403,40491786,1558354,10.47
2021,KY,3040792,26434371,2032575,11.5,2008535,18685936,316806,10.75,1748373,29396679,5424,5.95,0,0,0,0.0,6797700,74516986,2354805,9.12
2021,LA,3351648,30408224,2126155,11.02,2297883,22459648,297724,10.23,2357221,37941990,19928,6.21,1021,9484,1,10.77,8007773,90819346,2443808,8.82
2021,MA,4647885,20305269,2840311,22.89,4048413,23832465,432903,16.99,963191,6345834,10907,15.18,20508,314820,2,6.51,9679996,50798388,3284123,19.06
2021,MD,3669204,27964545,2395954,13.12,2814081,27437050,257947,10.26,294409,3480392,8991,8.46,31972,421987,5,7.58,6809666,59303974,2662897,11.48
2021,ME,861576,5062266,722038,17.02,509428,3948896,98304,12.9,245671,2573512,2498,9.55,0,0,0,0.0,1616675,11584674,822840,13.96
2021,MI,6289783,35868100,4458038,17.54,4537108,36860868,550701,12.31,2082727,27081082,5706,7.69,398,3231,2,12.3,12910015,99813281,5014447,12.93
2021,MN,3138279,23246055,2496406,13.5,2478396,22093189,306605,11.22,1759971,21227196,9130,8.29,2360,22728,1,10.38,7379007,66589168,2812142,11.08
2021,MO,4071545,35668409,2861933,11.42,2657624,28987412,395150,9.17,929932,13086588,9985,7.11,1699,20632,2,8.23,7660799,77763041,3267070,9.85
2021,MS,2145795,18569936,1321576,11.56,1478569,13676163,241509,10.81,938693,15769265,10795,5.95,0,0,0,0.0,4563056,48015364,1573880,9.5
2021,MT,623923,5559446,531398,11.22,517065,4906132,112777,10.54,280444,4495983,11670,6.24,0,0,0,0.0,1421432,14961561,655845,9.5
2021,NC,6897040,60914684,4774592,11.32,4053567,47714832,731526,8.5,1660482,27049367,9567,6.14,1114,14194,1,7.85,12612203,135693077,5515686,9.29
2021,ND,530311,4888401,391340,10.85,624295,6808316,77174,9.17,822740,11166390,8980,7.37,0,0,0,0.0,1977346,22863107,477494,8.65
2021,NE,1127997,10492369,869656,10.75,815530,9260421,157335,8.81,914411,12588380,63253,7.26,0,0,0,0.0,2857937,32341170,1090244,8.84
2021,NH,959250,4831911,638267,19.85,662376,4106692,110003,16.13,266332,1928665,3180,13.81,0,0,0,0.0,1887958,10867268,751450,17.37
2021,NJ,4921080,30090371,3648914,16.35,4585342,36137241,529178,12.69,705553,6593424,11503,10.7,23053,249430,6,9.24,10235028,73070466,4189601,14.01
2021,NM,958086,7088358,914495,13.52,935011,8655826,146312,10.8,594168,9649559,9271,6.16,0,0,0,0.0,2487264,25393743,1070078,9.79
2021,NV,1651794,14373357,1249392,11.49,954732,12293815,171686,7.77,743879,12359543,3303,6.02,411,5327,1,7.72,3350816,39032042,1424382,8.58
2021,NY,10161755,52156882,7256212,19.48,11238347,69920488,1161852,16.07,1071636,16891152,7313,6.34,311083,2455256,8,12.67,22782820,141423778,8425385,16.11
2021,OH,6789217,53171193,5041904,12.77,4385397,44980452,640013,9.75,3246519,49529406,19556,6.55,2728,36814,3,7.41,14423860,147717865,5701476,9.76
2021,OK,2612424,23745867,1818813,11.0,1739517,19999312,296856,8.7,1143471,20779958,20174,5.5,0,0,0,0.0,5495412,64525137,2135843,8.52
2021,OR,2307363,20285346,1805684,11.37,1503117,16508755,242237,9.11,1034702,17318508,26447,5.97,2193,22596,2,9.71,4847374,54135205,2074370,8.95
2021,PA,7697613,55945176,5477367,13.76,3295183,36988112,725725,8.91,3268118,49999765,15006,6.54,27859,407101,5,6.84,14288773,143340154,6218103,9.97
2021,RI,698380,3131533,446320,22.3,558933,3604518,60091,15.51,103366,643779,1650,16.06,3589,18174,1,19.75,1364269,7398004,508062,18.44
2021,SC,4037454,31385796,2426703,12.86,2253779,21114323,402005,10.67,1656154,27292017,3652,6.07,0,0,0,0.0,7947387,79792136,2832360,9.96
2021,SD,616517,5043964,412657,12.22,486369,4791689,74987,10.15,257176,3205738,4151,8.02,0,0,0,0.0,1360063,13041391,491795,10.43
2021,TN,4741606,42840442,3016642,11.07,3789845,34863397,519798,10.87,1206803,21917298,1016,5.51,0,0,0,0.0,9738253,99621137,3537456,9.78
2021,TX,18772300,155075136,11815251,12.11,12897917,147843231,1552641,8.72,8115251,132529561,293034,6.12,11865,179950,3,6.59,39797333,435627878,13660929,9.14
2021,UT,1142206,10950415,1176949,10.43,992418,12206510,139168,8.13,586304,9471737,10180,6.19,5490,48965,1,11.21,2726418,32677627,1326298,8.34
2021,VA,5579585,46634411,3551532,11.96,4575242,58723978,442263,7.79,1279924,19712199,3687,6.49,14823,174608,1,8.49,11449574,125245196,3997483,9.14
2021,VT,418734,2174489,319444,19.26,309772,1867111,60403,16.59,155980,1371096,248,11.38,0,0,0,0.0,884486,5412696,380095,16.34
2021,WA,3843746,38021233,3220813,10.11,2618513,28637381,394023,9.14,1245305,21436480,26243,5.81,10248,103574,5,9.89,7717812,88198668,3641084,8.75
2021,WI,3320221,22864047,2761990,14.52,2547820,23266013,361589,10.95,1777080,23295516,5665,7.63,157,1039,2,15.12,7645277,69426615,3129246,11.01
2021,WV,1343207,11050705,863647,12.15,679560,7156304,148231,9.5,884516,14570979,11343,6.07,0,0,0,0.0,2907283,32777988,1023221,8.87
2021,WY,323702,2897498,278599,11.17,333214,3443297,58019,9.68,644772,9443917,11618,6.83,0,0,0,0.0,1301688,15784712,348236,8.25
2021,US,200833874,1470486882,138308772,13.66,149008224,1328439498,19102304,11.22,71834926,1000613490,1022212,7.18,646228,6334383,82,10.2,422323251,3805874253,158433370,11.1
